"FileName","Path","Directory","Kind","LineCount","NormalizedHash"
"RecentProjects.tsx","src\components\welcome\RecentProjects.tsx","src\components\welcome","RealImplementation","23","aa982e27495faf870d00a0e4d65fbf51239c5237a7ada94344799dfaa7e9f729"
"WelcomeHeader.tsx","src\components\welcome\WelcomeHeader.tsx","src\components\welcome","RealImplementation","16","dbb5f7ecb16d067aa56c3bfa4897cec763d6b6b55247d576de1059fbb1a06cf7"
"AIDesignActionPanel.tsx","src\components\workspace\configurator\AIDesignActionPanel.tsx","src\components\workspace\configurator","RealImplementation","74","a2e44291bf6a8ec38a5a688f2370d00e575fd20da8479302d30a6ee183d52a8e"
"EquipmentListPanel.tsx","src\components\workspace\configurator\EquipmentListPanel.tsx","src\components\workspace\configurator","RealImplementation","95","4e181637bc0c82864565df2c5e7b7e6100746fbb9b81e49fa9343ce4258c4eda"
"FunctionalityStatementPanel.tsx","src\components\workspace\configurator\FunctionalityStatementPanel.tsx","src\components\workspace\configurator","RealImplementation","27","9d2d5092427b729401311a35f23fb2d1f7084f93f935da8a81de9d6e823fec13"
"ValueEngineeringPanel.tsx","src\components\workspace\configurator\ValueEngineeringPanel.tsx","src\components\workspace\configurator","RealImplementation","4","e9682890222b001312bdf24861463f6dd839ba044f20031e4b8f8f5282c8c9e6"
"WorkspaceContent.tsx","src\components\workspace\WorkspaceContent.tsx","src\components\workspace","RealImplementation","24","d325eb482ec5d309319c77567c0f15b21da0588454010856ff4f0ab903b05372"
"WorkspaceTabs.tsx","src\components\workspace\WorkspaceTabs.tsx","src\components\workspace","RealImplementation","32","d5196274b14c54cd260f7d97a093c675a6fa1e87db99e4a40ad6ed3dc0bf0c0e"
"AddRoomModal.tsx","src\components\AddRoomModal.tsx","src\components","RealImplementation","84","764a8e804c8d27143a4141b3fec1fedb86c576af4f69df64b8e21deead7e1c5e"
"AnalyticsDashboard.tsx","src\components\AnalyticsDashboard.tsx","src\components","RealImplementation","14","32d66b5f1f6fce717444284a8feba4274daf6003722c5a3414c2e851a4a775d0"
"AncillaryCostsForm.tsx","src\components\AncillaryCostsForm.tsx","src\components","RealImplementation","252","7a269800f31c28177063daa815d08a04f3efdea008cfc189b511e9f164edfd4f"
"AudioDesignGuideModal.tsx","src\components\AudioDesignGuideModal.tsx","src\components","RealImplementation","31","a085afbf4913b432a17feebb4cbbf4a2637dbf8e19cdef83200e7c8a37650e4f"
"BulkOperationsModal.tsx","src\components\BulkOperationsModal.tsx","src\components","RealImplementation","191","ee122d0ab060be2ccdbaf0c9b3e4e2fed559194201b6d77f78ebc34e452851b3"
"CableRoutingVisualization.tsx","src\components\CableRoutingVisualization.tsx","src\components","RealImplementation","368","3a97fa30019cb2c0c5076bb578e8af727bc36c98bddb5c2a83593c7eb5284714"
"ConnectivityGraphic.tsx","src\components\ConnectivityGraphic.tsx","src\components","RealImplementation","53","09d01181d29f302be8fcdd87f3184d3ba85ac30811ff173158f3fb51313b166b"
"CostSummaryDisplay.tsx","src\components\CostSummaryDisplay.tsx","src\components","RealImplementation","226","cf0daf80e3acd39857e5da68446c2504d64d9ce6bbdef521e6e2c2a108668e3d"
"DefaultHeader.tsx","src\components\DefaultHeader.tsx","src\components","RealImplementation","34","1a9591473f2cba839ef3556b77af8f65b3066bb92dbb8a80e6ec90851944fda3"
"DesignOptionsModal.tsx","src\components\DesignOptionsModal.tsx","src\components","RealImplementation","84","9a5b0fd0e66c8508c0fca2819c97972997c094f708a1ff8657fa21334ab51687"
"DesignReviewModal.tsx","src\components\DesignReviewModal.tsx","src\components","RealImplementation","40","c350121eb9940040841280d43df29b1494ed0f97dfc79eae232c2de0ea9f3749"
"EditProjectDetailsModal.tsx","src\components\EditProjectDetailsModal.tsx","src\components","RealImplementation","47","d01cc4babb59735b70f3f2b049a6aac0b74baab092db4c5780567e73fc71dd78"
"EOLWarningModal.tsx","src\components\EOLWarningModal.tsx","src\components","RealImplementation","35","b6c7a70d7a83321fb7b5764def54243c63b6f71985f921cea29396b6cb39d6db"
"ErrorBoundary.tsx","src\components\ErrorBoundary.tsx","src\components","RealImplementation","57","345b8dc8afaa375ac4b08b891853f2470acd36bcfe9f9ae2847a1eb992d1e740"
"ErrorDisplay.tsx","src\components\ErrorDisplay.tsx","src\components","RealImplementation","27","0783232c06f86393a5a4179ba870b8ad73915ee62001c19fd3fe0d2903cede8e"
"FloatingNav.tsx","src\components\FloatingNav.tsx","src\components","RealImplementation","12","fbab217c778ba0ed5fa86395ec028ea5400d0d6df84dd65d63ee1c6c5a17f67b"
"Icons.tsx","src\components\Icons.tsx","src\components","WrapperOrReExport","8","d7481f81fbf7773bcb74b81fc6947ba26dfa2c84bec80e8c22a1fdaf1ea17f71"
"InfoModal.tsx","src\components\InfoModal.tsx","src\components","RealImplementation","68","499bd41689d92a50bdaf8a0528c9411b7c79247d63dcdd111882f8297ff77cf4"
"InfoTooltip.tsx","src\components\InfoTooltip.tsx","src\components","RealImplementation","17","83ede50a6cfd8adc480666c5e5dffafd7121988b4626e1c80b8b004fc4cb4522"
"InfrastructurePanel.tsx","src\components\InfrastructurePanel.tsx","src\components","RealImplementation","12","41c9396b61c664a7960da7248a667f54e06354623b1dd53fcead6c375ace6114"
"InteractiveDiagram.tsx","src\components\InteractiveDiagram.tsx","src\components","RealImplementation","24","5b26e57d7fd64ee2d8d6829d4159c50c1f77916f512e0aba0b840e03b9e1f15e"
"InteractiveDiagramReactFlow.tsx","src\components\InteractiveDiagramReactFlow.tsx","src\components","RealImplementation","295","59f54e1afe0433a3babf9cba86061b98091c85bd61c8b743f0672a5778e12dbf"
"KeyboardShortcutsModal.tsx","src\components\KeyboardShortcutsModal.tsx","src\components","RealImplementation","64","801fb859ce8d1509179a6d6ea88b78443060e9fa7f7d68d86c3c1c119a024477"
"LoadingSpinner.tsx","src\components\LoadingSpinner.tsx","src\components","RealImplementation","10","3fab22712514e4d1c00313ef973e457ffd53deba9c6be8ec2cf3a15ef161e37c"
"LoginModal.tsx","src\components\LoginModal.tsx","src\components","RealImplementation","90","6453f92a96b6900d1696081b4675214439c07582734fedd77f68981fde409d62"
"MermaidDiagram.tsx","src\components\MermaidDiagram.tsx","src\components","RealImplementation","62","989a193b8fc5fc828a5d662a7d0e57c2064746961fe7d76616dde141ceac0c63"
"NetworkInfrastructurePanel.tsx","src\components\NetworkInfrastructurePanel.tsx","src\components","RealImplementation","66","0a0903a002bfb5df69043142131c45635c9a1c99c16b65267008494c80f95850"
"PlannerCanvas.tsx","src\components\PlannerCanvas.tsx","src\components","RealImplementation","162","4c4243022c850aa9d9f0a649958fdbfb0d5b1127c3081c1179060343fbf45fce"
"PricingCalculator.tsx","src\components\PricingCalculator.tsx","src\components","RealImplementation","204","9b34363c9ed675bda36a0c4ced750738d1d4b51f19c6e16067dd93d491bf0697"
"ProductCard.tsx","src\components\ProductCard.tsx","src\components","RealImplementation","48","182f0ab32ebc0918e6f5049684be9929219d9fd00488d236d63ffdef2934dda2"
"ProductComparisonModal.tsx","src\components\ProductComparisonModal.tsx","src\components","RealImplementation","202","23bd315b0d342a1f8f1a78b47d0e5674739002c8bb298e22a0f030221828ee92"
"ProductFinderModal.tsx","src\components\ProductFinderModal.tsx","src\components","RealImplementation","22","7d76fc1ee65aea56effedf964b4e1af4c352ce8d549e255f03316c19541dd6e3"
"ProductInfoModal.tsx","src\components\ProductInfoModal.tsx","src\components","RealImplementation","33","1dc0d783f9609f1c2a4e9c295bef81d7747c64941943a8876bd266d3effea961"
"ProjectEmptyState.tsx","src\components\ProjectEmptyState.tsx","src\components","RealImplementation","29","3466618770ea284e9a41a93e2ee94719b12141c5f46190ada37417e4c8258ffe"
"ProjectNotesModal.tsx","src\components\ProjectNotesModal.tsx","src\components","RealImplementation","37","8cfcb03d0bd822dcc9e5bd2ee77906ee952ac86276f6ab11da0d591016eb3e0a"
"ProjectWorkspace.tsx","src\components\ProjectWorkspace.tsx","src\components","RealImplementation","28","313e23fdd1f8a10dd8f5169a57eacc1127c7730f86c828e05fcefa43cb0b1073"
"QuickQuestionFAB.tsx","src\components\QuickQuestionFAB.tsx","src\components","RealImplementation","16","7f216e2c4de30f56a486b5b9d711ce85648f5e3639d5f840cff0554710187a32"
"RelatedProductsModal.tsx","src\components\RelatedProductsModal.tsx","src\components","RealImplementation","135","852a44bde64ca462765fcde854f91a2d13964475ed67384327c23f53c6aacd68"
"RoomSelectorDropdown.tsx","src\components\RoomSelectorDropdown.tsx","src\components","RealImplementation","22","bdb505211016859ada66448e1ce36dc2b1cf2f4c6fa97b81dc6fd951dc1d0a63"
"RoomTypeButtons.tsx","src\components\RoomTypeButtons.tsx","src\components","RealImplementation","219","b17696d6662b1517bd0ebd59446ad286751ea2cbc6abc97538302c5c691ae193"
"RoomTypeStep_Improved.tsx","src\components\RoomTypeStep_Improved.tsx","src\components","RealImplementation","138","d69522f14fd2048083ab35d1b03f4493ec8041d045158bd0c9d30b9d66d46df3"
"RoomWizard.tsx","src\components\RoomWizard.tsx","src\components","RealImplementation","11","311059f6b0248bfa8129ba3c8d2ea9c27e9fc5cf580b1232f2e04d9d05fa1104"
"SaveTemplateModal.tsx","src\components\SaveTemplateModal.tsx","src\components","RealImplementation","85","dfa3d756c7b2614d24f9fb66d49919f4925ab781383a5feb70204e2dc013d8dc"
"SimpleDiagram.tsx","src\components\SimpleDiagram.tsx","src\components","RealImplementation","11","7b05f3c56ded9cf735def3f59a7a5c8fa56cf8a58d19ffdeb3474ec0b8b9a143"
"SystemDiagram.tsx","src\components\SystemDiagram.tsx","src\components","RealImplementation","14","655ad4c9f263fc69b6477e9c4f09102defff9ff1482fef5e3be85dc099f1cb08"
"TechnologySpecAnalyzer.tsx","src\components\TechnologySpecAnalyzer.tsx","src\components","RealImplementation","336","aa6db80fa541287ab01ca7fcf606b9278978fcf5f778fbb163af6f9f107b0cf9"
"TemplateCard.tsx","src\components\TemplateCard.tsx","src\components","RealImplementation","45","9384c2a1925775b498b0ce7c35a937c6e9229e329e0bb55f054dcd406d43642f"
"TemplateGroupCard.tsx","src\components\TemplateGroupCard.tsx","src\components","RealImplementation","40","95954eaa8b8798ae0d1883d31744af81594bf78add82fdacd44bd08f4c7d9b0b"
"TemplateTierSelectorModal.tsx","src\components\TemplateTierSelectorModal.tsx","src\components","RealImplementation","74","4215382cf62c2d220a60240b96df373df1f872666cc8995a985eed9b07d0539e"
"TierIcon.tsx","src\components\TierIcon.tsx","src\components","RealImplementation","26","8c9f49af1de4f1f6205498846c696623d790ec7a3a237e5eea242f254d4f052e"
"TierInfoModal.tsx","src\components\TierInfoModal.tsx","src\components","RealImplementation","55","3c497f24c380af231f127f5d29d9e64a5c027aa00c5dacde3af98b41d8dc707c"
"TierTooltip.tsx","src\components\TierTooltip.tsx","src\components","RealImplementation","23","2bb81ac4c385ff9eb58813dc9bafd8ca079e4ae6a07474a5db5403b8c6feb049"
"types.ts","src\components\types.ts","src\components","Other","30","40577e95a7525c8619997da5d7e909f1b040971fefd6afb4010ed48d2149c387"
"UndoRedoToolbar.tsx","src\components\UndoRedoToolbar.tsx","src\components","RealImplementation","78","17ab34426ae6fa9c07fc66baf6a1b92d032e83faf3f69d8f3a2d3945d7ecd8b9"
"VerticalMarketCard.tsx","src\components\VerticalMarketCard.tsx","src\components","RealImplementation","35","25fc13271d8290686cd29e6bc160a76d5a3322d537ef480b1660c1d751dc37a3"
"VirtualProductList.tsx","src\components\VirtualProductList.tsx","src\components","RealImplementation","72","00195112509dfac64bc6af15381ade2ff4e0ce5b96db3824c6d8be48a782ccd7"
"VisualRoomPlanner.tsx","src\components\VisualRoomPlanner.tsx","src\components","RealImplementation","73","ed478d0a8757a194e2e3575e990a8a522d567f9516416f191d54e434c8e75d45"
"WallLayoutDisplay.tsx","src\components\WallLayoutDisplay.tsx","src\components","RealImplementation","27","688cfe84d99c8bf2eb78dfe342cedd241b27463a5868c28d95f2658942dbb76f"
"AuthContext.tsx","src\context\AuthContext.tsx","src\context","RealImplementation","40","36e1bbf79eddaf29ad27d6327e37ab9b54522ffe9c5420f1430904f13ecdcac4"
"createStrictContext.ts","src\context\createStrictContext.ts","src\context","RealImplementation","12","ae9ef1a5f1ebe9432cdd8e0a9a18bc54aa66638f6236912f5e0f7d01a1867d34"
"DemoRoleContext.tsx","src\context\DemoRoleContext.tsx","src\context","RealImplementation","17","bc2607a2c796fb60f293666afef65d17f19e256310039df9ba67de8abf452756"
"GenerationContext.tsx","src\context\GenerationContext.tsx","src\context","RealImplementation","21","ca1fe69120787884deac576f44689806523b93f0762ed532ea160f45305b3dd9"
"index.ts","src\context\index.ts","src\context","WrapperOrReExport","4","7a67d7162ed0f7b2f844c85fb4e5e95381c9e364d046c064f3f8a93cb4fe9a36"
"LocaleContext.tsx","src\context\LocaleContext.tsx","src\context","RealImplementation","16","a06bc7ee10e34d6d741b9554a5b661157f8877ec4418247c02e95bcf52a3b2ac"
"ProjectContext.tsx","src\context\ProjectContext.tsx","src\context","RealImplementation","83","36df911bf21ea9b75125e2735e7f6bc10fae4a128ad32ed37fb3a7d18099070c"
"UserContext.tsx","src\context\UserContext.tsx","src\context","RealImplementation","38","c41ae1b3c54acd49d6814e5c3c73886a337ec17d0d14e2aea2d05f8be09ecd9a"
"RoomWizardProposalAdapter.ts","src\core\adapters\RoomWizardProposalAdapter.ts","src\core\adapters","RealImplementation","41","5733a67e5974f9be5803588f3f1eab23eb692311bae4c15e93f30dbe1e3050ad"
"RoomWizardSummaryAdapter.ts","src\core\adapters\RoomWizardSummaryAdapter.ts","src\core\adapters","RealImplementation","48","7ce97e448b2382a39900a0c56e9a99b6bcee7f16cd018f3790a54f99898c59a4"
"explainer.ts","src\core\engineering\explain\explainer.ts","src\core\engineering\explain","RealImplementation","44","6bebe08a12a39936e6033a5493d4af16cb1daa39abfb6811420ea2503f9d3ba5"
"index.ts","src\core\engineering\explain\index.ts","src\core\engineering\explain","Other","2","669d120a38406fbe21627f9aa4f028f09faa54b72d32a2ae3960ee0bf53bdb4e"
"index.ts","src\core\engineering\patterns\index.ts","src\core\engineering\patterns","WrapperOrReExport","2","6c6fcbb65d357809779562dd2d5ce86ffebe4333cabce5379e85e3790ca9ff2d"
"library.ts","src\core\engineering\patterns\library.ts","src\core\engineering\patterns","RealImplementation","64","3fa717461273428dfd3fb7270ebd9914852d547fa20a88f9ab5aa97115e1dbfa"
"index.ts","src\core\engineering\rules\index.ts","src\core\engineering\rules","WrapperOrReExport","3","c1b7e75d0dec207057fc1facb2e6f7f1e71556d6d85a291037969cf9194a8f00"
"registry.ts","src\core\engineering\rules\registry.ts","src\core\engineering\rules","RealImplementation","112","54456b2fcbf6f9cf3381097e310ac7aedc8ae7445bf44c428060568a15ae1a02"
"types.ts","src\core\engineering\rules\types.ts","src\core\engineering\rules","Other","11","a81c2b31748c1ec1001808918d01a7444fdc2f49c635e6f15ff9995521f25ac8"
"index.ts","src\core\engineering\validate\index.ts","src\core\engineering\validate","Other","2","50b61b22ae3fcc2a7eec30eb7d0a5ec2f935a2303d08f55564b7be28de25a980"
"validator.ts","src\core\engineering\validate\validator.ts","src\core\engineering\validate","RealImplementation","46","9f30dbe73f7e090ee2155a32d50f5896444c06d24edc3c69305652597c6d4f16"
"EngineeringCore.ts","src\core\engineering\EngineeringCore.ts","src\core\engineering","RealImplementation","125","03cfbd25933d5c36ae30b66b1f86d1ee06ffdfddb8ba12ef1f8d9c16e58e06ff"
"index.ts","src\core\engineering\index.ts","src\core\engineering","WrapperOrReExport","7","f0a385f53cf0aec8785849b491193afa2d18f61ab65270e3abb96ac707ffbc83"
"roomToProposal.ts","src\core\engineering\roomToProposal.ts","src\core\engineering","RealImplementation","18","785ddaf8977e3590fb06b408aa9621cd93e684949af76870ab090e1662af50e2"
"types.ts","src\core\engineering\types.ts","src\core\engineering","Other","153","e9a6dbf917df18923f69b9bc99d841f530a5e33ec769835b9a5191ba1be7acab"
"ProductCapability.ts","src\core\models\ProductCapability.ts","src\core\models","Other","33","86e8f7319a80aca06c6e6b0390e11ea6b772fad151135f7b407a3c631808b22b"
"ValidationTypes.ts","src\core\models\ValidationTypes.ts","src\core\models","Other","8","e605cf4a56528be73ec2f05ec31a6ae6cf896a518cdeec07d9d21e441a509488"
"ServicePipeline.ts","src\core\services\ServicePipeline.ts","src\core\services","RealImplementation","29","e88fa291fdceba50e8a9de3cb976d943f2ea9d598b7f719f8a893bcac54351c6"
"ValidationEngine.ts","src\core\services\ValidationEngine.ts","src\core\services","RealImplementation","54","74b7d0c504dce675913620f461e1aeebf517d4b9d0b50ad19cf2acead2eaa05d"
"templatesRepo.ts","src\core\templates\templatesRepo.ts","src\core\templates","RealImplementation","49","33cb7012ea530105bff33ccd1ce7b16eb420ceb2619afbc66851c4a3941c954c"
"accessories.ts","src\data\products\accessories.ts","src\data\products","Other","26","bfb35bdb014e03ed1dac3cfcbc13c2a8964e28a9836698759d5094802bfe626e"
"audio.ts","src\data\products\audio.ts","src\data\products","Other","45","c744e50085dfef0561255b9afb79d79ce749e2709b4e470cfdef741063cc89a0"
"avoip.ts","src\data\products\avoip.ts","src\data\products","Other","193","168e3464d9eae19847505a10e8939224cbcc22e841997a2a6fa738859b6219d2"
"cables.ts","src\data\products\cables.ts","src\data\products","Other","29","bd51e4d2da475eb73a8650e684479c234d139e78d5ee04f3b893c911534333d5"
"cameras.ts","src\data\products\cameras.ts","src\data\products","Other","61","28b049e9f99bab304b66dcdfd87b46b7a1a1afb6866434817981b92d9ee0124f"
"control.ts","src\data\products\control.ts","src\data\products","Other","48","c420ce0a38b4de0f481018e0f733d43cf906d776e90722708c5d63a27bf5c778"
"extenders.ts","src\data\products\extenders.ts","src\data\products","Other","25","3a5e2fbf8e85c8c88b683c46c942afd9307aa05d4f5929fc2d2679de76c6e0fd"
"generic.ts","src\data\products\generic.ts","src\data\products","Other","59","1c12894f49166dd7a2e3279f467456d157105042c9956d06fe22b3adb59722a3"
"new-arrivals.ts","src\data\products\new-arrivals.ts","src\data\products","Other","112","3800b02c8af23f0fa2eeacc288c3a524066776b85acb0027c7e9b2a6052b852f"
"processors.ts","src\data\products\processors.ts","src\data\products","Other","44","6cd13ea2f352c4dfabd997dee351b5664081850969417f6a7463f7dbe10a447f"
"switchers.ts","src\data\products\switchers.ts","src\data\products","Other","163","189d794f9990c6116e74e083b65c42e8e7aa768822ea72db52f923f742e92094"
"uc.ts","src\data\products\uc.ts","src\data\products","Other","52","40d0b3e703b3ea53cbbd7ce850b4f17a520b5e399c3190675d852a35eef2d46e"
"part1_signals.ts","src\data\techDatabase\part1_signals.ts","src\data\techDatabase","Other","12","60a7ab915345c6fee050da44bb3ff58d7b5c53dcf43e95d96b90e8d2c2c33ab1"
"part2_extension.ts","src\data\techDatabase\part2_extension.ts","src\data\techDatabase","Other","12","c26fcd2158767941f1441c2509b939014cd2c514cd417d5d71b33236e488b2bb"
"part3_avoip.ts","src\data\techDatabase\part3_avoip.ts","src\data\techDatabase","Other","12","a7907b47976b2d346b79248abc239ea19037a429531d3d1d2c10661cdb20f238"
"part4_advanced.ts","src\data\techDatabase\part4_advanced.ts","src\data\techDatabase","Other","10","df8accab4ea0f4e1bec7ace8a84f9a7e0450a63ae5805c129f3d1cb8cb5fd13a"
"part5_wyrestorm.ts","src\data\techDatabase\part5_wyrestorm.ts","src\data\techDatabase","Other","8","a10340edb7ed17d21c12af425de246bcf488098e403741f0a5bc8f99a519dcc8"
"command.ts","src\data\templates\command.ts","src\data\templates","Other","93","3cd248d9234795b5fe8f979b6723e8dba2aba3765ee68cb34cfd7c5d29d90d29"
"corporate.ts","src\data\templates\corporate.ts","src\data\templates","Other","261","e7dd8214b83b51d700a4861c30b9f512da1925cd82cf5472f1b94e406c1d6a51"
"education.ts","src\data\templates\education.ts","src\data\templates","Other","177","0a7f3622467b775271ce00d15b0e803d7de91a36a1fa016fdfcdfa5df6d56735"
"gaming.ts","src\data\templates\gaming.ts","src\data\templates","Other","76","29afe10b26acf295c8ff970e7f0173173739ede0473ecd00e824aa053bda19ad"
"government.ts","src\data\templates\government.ts","src\data\templates","Other","171","04d41ee99606ad4f6c81b47b01e5f5a21e4511da600fb4546730a9f20710bc35"
"hospitality.ts","src\data\templates\hospitality.ts","src\data\templates","Other","218","31d96b4eee72526efc2a23c502136f48aca53a58c5f78ba9a7e5027191f22e17"
"how.ts","src\data\templates\how.ts","src\data\templates","Other","86","13bf576f7eb49688f33c92c2ea34d01026be8e5b2ef05e985a58075689b55281"
"industrial.ts","src\data\templates\industrial.ts","src\data\templates","Other","81","709a12c378fd8ff6e262993ae572136008aa3512173fdd013b8fe1c68695a0bd"
"residential.ts","src\data\templates\residential.ts","src\data\templates","Other","84","ccfb5096ae1f72f3b34e93043b998284eac930aaefe939e0ebbafdbb59e986ef"
"retail.ts","src\data\templates\retail.ts","src\data\templates","Other","85","64f7399a11d2ead9f91371ba7d8dc98c893f72bb8e0d6fcc62c771c602cab4d1"
"transportation.ts","src\data\templates\transportation.ts","src\data\templates","Other","83","92985bad0c369420ccd8043a4da3fe6332c8bf6ce776b20166fcd7702481bfe4"
"venue.ts","src\data\templates\venue.ts","src\data\templates","Other","90","1d159d766b3a2dfd6d5e788a61a6a6afb02151e01c36ea77d804c24b6747be21"
"module0_terminology.ts","src\data\training\module0_terminology.ts","src\data\training","Other","84","a4e68a421275ac4bc1c37bf22adb454c60a273495d13a35afacedaf431ed308c"
"module1_signals.ts","src\data\training\module1_signals.ts","src\data\training","Other","100","f2657103b11aa1c46894668021f95043bd88b2c2fc0a38458211847786bacc3e"
"module10_apis.ts","src\data\training\module10_apis.ts","src\data\training","Other","80","d28d10b84742d4b689a283da2c3875caa1141461560c272fadf7f2c19b3cdc83"
"module11_installation.ts","src\data\training\module11_installation.ts","src\data\training","Other","70","dbc8864d661222efdb0f2eec8a37a96baf9a84a6141fef1af8a0f6dd50624a00"
"module12_site_survey.ts","src\data\training\module12_site_survey.ts","src\data\training","Other","27","bff94de25bcb927053233cef78a2fbd5a3b3f2cfc5b3bf9b5167cda6f7817546"
"module2_hdbaset.ts","src\data\training\module2_hdbaset.ts","src\data\training","Other","88","d18115a7f8010fdb5845c2644c45cc3819145151ed985b183b7ce3d5add71d9d"
"module3_avoip.ts","src\data\training\module3_avoip.ts","src\data\training","Other","70","5868b4a2526083cd677c204644fcb6ca49467df2f6e2b99cf9b43ef0e8b28e6d"
"module4_networking.ts","src\data\training\module4_networking.ts","src\data\training","Other","74","0ccd084579e41766d6dd1cc1834fc44bb4b9a70ead86b6a657a04bdfdc61a443"
"module5_datasheets.ts","src\data\training\module5_datasheets.ts","src\data\training","Other","36","00b7c437afcf82b33d8a0d8e9df3ce63a660aa2733434a9e5f1b3b0535840dc3"
"module6_videowalls.ts","src\data\training\module6_videowalls.ts","src\data\training","Other","51","1a5a181379537becc2c2a7e750631ea516087816e918dd80472bbee022a51672"
"module7_field_guides.ts","src\data\training\module7_field_guides.ts","src\data\training","Other","40","9e25b70bec35930ecfff299f9c4dfd1d14842b3672d5fb9df34ce65433f6d000"
"module8_bant.ts","src\data\training\module8_bant.ts","src\data\training","Other","50","56d06e451d9c7cb7c02be404d1c52b20a2a7ab06123838c4b245b2d015caced1"
"module8b_sales_inquiry.ts","src\data\training\module8b_sales_inquiry.ts","src\data\training","Other","47","971e273833445cc0c4c40c59ba9f8862482590f24b38fb1463f1fecfe2bd1761"
"module9_troubleshooting.ts","src\data\training\module9_troubleshooting.ts","src\data\training","Other","80","90917a1d15ab4b5ea1ad277ad181adc30a6c2e3a3b613e1214c0e5232fdecb87"
"constants.ts","src\data\constants.ts","src\data","Other","104","26493606a6dba42750bf87c118e2f6d646ed9e11a3559d5a0b5ba63b85b36027"
"defaultTemplates.ts","src\data\defaultTemplates.ts","src\data","Other","28","e0a44051983cc7d8aa173af9e06c7813315f3cb3af284d2c608a0271484dbc07"
"installationTaskDatabase.ts","src\data\installationTaskDatabase.ts","src\data","Other","8","2738f7228893a30a65db2f05cadb32cd02b68480f3472876341c3e2f72ac924c"
"mappings.ts","src\data\mappings.ts","src\data","Other","16","a40f8475816118656840769d30ba2aa68037dec21a5827b020e74a8bc8b6daf8"
"navigation.ts","src\data\navigation.ts","src\data","WrapperOrReExport","2","5f8c0ac532c2b88fbf119ce1608b6c6b027d88ed79df5bcb54127b7999d7d4a0"
"pricing.ts","src\data\pricing.ts","src\data","WrapperOrReExport","2","cae3061eea96c42626923a6bf7c401db831dd71e4134a74117d6c3220b05f337"
"productDatabase.ts","src\data\productDatabase.ts","src\data","Other","29","42012bd64985210b913284ef70191a0ef770177e4e4ac2560808356543e2bd57"
"technicalDatabase.ts","src\data\technicalDatabase.ts","src\data","Other","14","06a676d37c4451c22aedf2420e3a8e9ba6cf2a6dfbecf92cfc2ea7ad3740072a"
"themes.ts","src\data\themes.ts","src\data","Other","1","dab1872173eb598c48a1fcee6a54efeba83d471d7fb63848e659d68aace3628c"
"toolCategories.ts","src\data\toolCategories.ts","src\data","Other","61","5669198cfd5a349a01612cc1615753c6c8a3f42c8d4a0c9900bdbe4333043dad"
"trainingContent.ts","src\data\trainingContent.ts","src\data","Other","32","6755dbfad25053576c897516dd0f5b412e0f5992e6e4aa811a4827419ac06ad3"
"wizardOptions.ts","src\data\wizardOptions.ts","src\data","Other","149","da9da6f80902836c81cc77486cc744baac87f6274260fe1bb20e57953a1f1018"
"wyrestormSkuCatalog.2026.ts","src\data\wyrestormSkuCatalog.2026.ts","src\data","WrapperOrReExport","4","545ad661dea908ff530caede8520ef3d328f8c1907f7ab8b70635efb4d52202a"
"FeedbackCategory.tsx","src\designReview\FeedbackCategory.tsx","src\designReview","RealImplementation","26","fafb21238dc6b881edc4e20a756a84b812e2233680cedf8ff79e957d4b7a2229"
"guruApi.ts","src\features\ai\guru\guruApi.ts","src\features\ai\guru","RealImplementation","53","fc2231a7ced5c92fffce0b84f27289e6b21ae108118a1f7230b50937bfa493a3"
"GuruMount.tsx","src\features\ai\guru\GuruMount.tsx","src\features\ai\guru","RealImplementation","50","1576280510124bb355a1dd2716fffe5092dcf4ef484a62705fda5c42dddf8006"
"guruStore.ts","src\features\ai\guru\guruStore.ts","src\features\ai\guru","RealImplementation","37","e0c26284f199d8bac80349ba5346e8ce15defdde64e060e0fc2b3cfae5773803"
"GuruWidget.tsx","src\features\ai\guru\GuruWidget.tsx","src\features\ai\guru","RealImplementation","245","649468c0e838c652c9abc5e920d39e64306b7d09643792ee6c20546f27fb6a84"
"CatalogPage.tsx","src\features\catalog\CatalogPage.tsx","src\features\catalog","RealImplementation","290","e595a30a12f1baed5124ab09fc92542ab7bf6f9c7ec5c4e2af7bb42d9daf9621"
"catalogSeed.ts","src\features\catalog\catalogSeed.ts","src\features\catalog","Other","93","680cbe9e7da587a4ab364c2306580f1d4055c9b737c0871e2e0c23198583326a"
"CompetitorComparePage.tsx","src\features\compare\CompetitorComparePage.tsx","src\features\compare","RealImplementation","264","8f5a697031577985d836829453ea58cc7eedeebda4533f6b90626c4a52793aeb"
"competitorComparisonService.ts","src\features\competitor\competitorComparisonService.ts","src\features\competitor","RealImplementation","210","69461b3a301cd4fb3b1134d61f8a4ca3cc4d1649bbbf740614a59bbbfa5fc878"
"DashboardPage.tsx","src\features\dashboard\DashboardPage.tsx","src\features\dashboard","RealImplementation","381","8203ce9bc3d6b60e3f91ebd39c35b97362d2f71f763429d33b0252f83edc5865"
"SalesActionStrip.tsx","src\features\dashboard\SalesActionStrip.tsx","src\features\dashboard","RealImplementation","179","5d4059f33716dfabd9014f0e2ea4a36bc5b10d8259562f978722179f6ca534a8"
