sku,product_name,family,product_type,role,lifecycle_status,do_not_spec,successor,inputs,outputs,transport_type,resolution_bandwidth,usb,audio,control,network_requirement,dependencies,compatible_families,application_fit,disqualifiers,quote_warnings,evidence_source,last_reviewed,reviewer
EXP-HDMI-RTA,WyreStorm Essentials Right Angle HDMI Adapter - WyreStorm,Cable,Cables,cable,discontinued,true,,,,Cables,,,,,,,,,,,https://www.wyrestorm.com/product/exp-hdmi-rta/,2026-06-28,Wingman lifecycle migration
EXP-HDMI-USBC,WyreStorm Essentials USB-C to HDMI - WyreStorm,Cable,Cables,cable,do-not-spec,true,,,,Cables,,,,,,,,,,,https://www.wyrestorm.com/product/exp-hdmi-usbc/,2026-06-28,Wingman source migration (review required)
EXP-HDMI-VGA,HDMI VGA Extender Essentials VGA to HDMI | WyreStorm,Extender,Extension,cable,do-not-spec,true,,,,Extension,,,,,,,,,,,https://www.wyrestorm.com/product/exp-hdmi-vga/,2026-06-28,Wingman source migration (review required)
EXP-HDMI-XM-8K,WyreStorm EXP‑HDMI‑XM‑8K 8K HDMI Cable – Ultra‑High Speed HDMI 2.1,Cable,Cables,cable,do-not-spec,true,,,,Cables,,,,,,,,,,,https://www.wyrestorm.com/product/exp-hdmi-xm-8k/,2026-06-28,Wingman source migration (review required)
EXP-MX-0402-H2,WyreStorm Essentials 4K60 4x2 HDMI Matrix Switcher - WyreStorm,Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/exp-mx-0402-h2/,2026-06-28,Wingman source migration (review required)
EXP-MX-0404-H2,WyreStorm Essentials 4 Input and 4 Scaling Output 4K HDR HDMI Matrix Switcher W/ Digital S/PDIF Audio De-Embed - WyreStorm,Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/exp-mx-0404-h2/,2026-06-28,Wingman lifecycle migration
EXP-MX-0808-KIT,4K 8x8 HDBaseT Matrix with Receivers - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/exp-mx-0808-kit/,2026-06-28,Wingman lifecycle migration
EXP-SP-0102-8K,WyreStorm Essentials 8K60 1:2 HDMI Splitter - WyreStorm,Unclassified,General AV,primary-hardware,active,false,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/exp-sp-0102-8k/,2026-06-28,Wingman source migration (review required)
EXP-SP-0102-H2,WyreStorm Essentials 4K60 1:2 Scaling HDMI Splitter - WyreStorm,Unclassified,General AV,primary-hardware,active,false,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/exp-sp-0102-h2/,2026-06-28,Wingman source migration (review required)
EXP-SP-0104-H2,WyreStorm Essentials 4K60 1:4 Scaling HDMI Splitter - WyreStorm,Unclassified,General AV,primary-hardware,active,false,,,,General AV,,,,,,,,,,,https://www.wyrestorm.com/product/exp-sp-0104-h2/,2026-06-28,Wingman source migration (review required)
EXP-SW-0201-8K,8K60Hz 4:4:4 2x1 HDMI Switcher,Presentation / Room Core,Presentation switcher,primary-hardware,active,false,,,,Presentation switcher,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
EXP-SW-0401-8K,8K60Hz 4:4:4 4x1 HDMI Switcher,Presentation / Room Core,Presentation switcher,primary-hardware,active,false,,,,Presentation switcher,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
EXP-SW-0401-H2,4K60Hz 4:4:4 4x1 HDMI Switcher,Presentation / Room Core,Presentation switcher,primary-hardware,active,false,,,,Presentation switcher,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
FOCUS-100,1080P HD Webcam - Business USB Webcam w/ Mic | WyreStorm FOCUS 100 Webcam,Camera,Camera / capture,primary-hardware,active,false,,,,Camera / capture,,,,,,,,,,,https://www.wyrestorm.com/product/focus-100-webcam/,2026-06-28,Wingman source migration (review required)
FOCUS-180A,4K Autofocus AI Webcam w/ Auto Framing & Presenter Tracking,Camera,Camera / capture,primary-hardware,active,false,,,,Camera / capture,,,,,,,,,,,https://www.wyrestorm.com/product/focus-180a/,2026-06-28,Wingman source migration (review required)
FOCUS-200,Zoom-Certified 4K Webcam | WyreStorm FOCUS 200 Ultra HD Wide-Angle,Camera,Camera / capture,primary-hardware,active,false,,,,Camera / capture,,,,,,,,,,,https://www.wyrestorm.com/product/focus-200/,2026-06-28,Wingman source migration (review required)
FOCUS-200-PRO,4K Wide Angle Webcam - High-Quality Video for Streaming,Camera,Camera / capture,primary-hardware,active,false,,,,Camera / capture,,,,,,,,,,,https://www.wyrestorm.com/product/focus-200-pro/,2026-06-28,Wingman source migration (review required)
FOCUS-210,AI webcam - 4K Ultra-Wide Angle Webcam | WyreStorm,Camera,Camera / capture,primary-hardware,active,false,,,,Camera / capture,,,,,,,,,,,https://www.wyrestorm.com/product/focus-210/,2026-06-28,Wingman source migration (review required)
HALO-30,Halo 30 Professional USB Conference Speakerphone | WyreStorm,HALO,Audio / UC,primary-hardware,active,false,,,,Audio / UC,,,,,,,,,,,https://www.wyrestorm.com/product/halo-30-speakerphone/,2026-06-28,Wingman source migration (review required)
HALO-60,USB Bluetooth Speakerphone by Wyrestom,HALO,Audio / UC,primary-hardware,active,false,,,,Audio / UC,,,,,,,,,,,https://www.wyrestorm.com/product/halo-60-speakerphone/,2026-06-28,Wingman source migration (review required)
HALO-80,Plug and Play Portable USB and Bluetooth Conference Speakerphone - WyreStorm,HALO,Audio / UC,primary-hardware,active,false,,,,Audio / UC,,,,,,,,,,,https://www.wyrestorm.com/product/halo-80/,2026-06-28,Wingman source migration (review required)
HALO-90,WyreStorm Halo 90 USB-C Docking Conference Speakerphone,HALO,Audio / UC,primary-hardware,active,false,,,,Audio / UC,,,,,,,,,,,https://www.wyrestorm.com/product/halo-90-speakerphone/,2026-06-28,Wingman source migration (review required)
HALO-COM-MIC,Add-On Microphone for Halo Video Bar - WyreStorm,HALO,Audio / UC,accessory,do-not-spec,true,,,,Audio / UC,,,,,,,,,,,https://www.wyrestorm.com/product/halo-com-mic/,2026-06-28,Wingman source migration (review required)
HALO-VX10-V1,"WyreStorm Video Bar w/ 4K Camera, Stereo Speaker & Mic",HALO,Audio / UC,primary-hardware,review,false,,,,Audio / UC,,,,,,,,,,,https://www.wyrestorm.com/product/halo-vx101v1/,2026-06-28,Wingman source migration (review required)
HALO-VX10-V2,HALO Video Bar mini,Unified Comms,UC / conferencing,primary-hardware,active,false,,,,UC / conferencing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
HALO-WFA-130,1080P HD Webcam - Business USB Webcam w/ Mic | WyreStorm FOCUS 100 Webcam,Camera,Camera / capture,review-required,review,false,,,,Camera / capture,,,,,,,,,,,https://www.wyrestorm.com/product/halo-wfa-130/,2026-06-28,Wingman source migration (review required) Source-hygiene correction 2026-06-28: polluted FOCUS-100 webcam copy.
HALO-WFA-290,1080P HD Webcam - Business USB Webcam w/ Mic | WyreStorm FOCUS 100 Webcam,Camera,Camera / capture,review-required,review,false,,,,Camera / capture,,,,,,,,,,,https://www.wyrestorm.com/product/halo-wfa-290/,2026-06-28,Wingman source migration (review required) Source-hygiene correction 2026-06-28: polluted FOCUS-100 webcam copy.
IDB-200-MS,Compact In-Desk Connectivity,Accessory,Cable / accessory,primary-hardware,do-not-spec,true,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-200-NA,"Flip-Up In-Desk Box with USB-C, HDMI, USB Charging and Mains",Cable Management,Cable management,primary-hardware,do-not-spec,true,,,,Cable management,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-200-XX,Compact In-Desk Connectivity with Power - WyreStorm,Cable Management,Cable management,primary-hardware,do-not-spec,true,,,,Cable management,,,,,,,,,,,https://www.wyrestorm.com/product/idb-200-xx/,2026-06-28,Wingman source migration (review required)
IDB-300,Dual Channel CableBox,Accessory,Cable / accessory,primary-hardware,do-not-spec,true,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-300-BTN,Dual Channel CableBox,Accessory,Audio / control,primary-hardware,active,false,,,,Audio / control,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-400-EU-C,"Flip-Up In-Desk Box with USB-C, HDMI, USB Charging and RJ-45",Cable Management,Cable management,primary-hardware,do-not-spec,true,,,,Cable management,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-400-MS,Flip Up In-Desk Connectivity with Power - WyreStorm,Cable Management,Cable management,primary-hardware,do-not-spec,true,,,,Cable management,,,,,,,,,,,https://www.wyrestorm.com/product/idb-400-ms/,2026-06-28,Wingman source migration (review required)
IDB-400-MS-C,Flip Up In-Desk Connectivity with Power - WyreStorm,Cable Management,Cable management,primary-hardware,do-not-spec,true,,,,Cable management,,,,,,,,,,,https://www.wyrestorm.com/product/idb-400-ms-c/,2026-06-28,Wingman source migration (review required)
IDB-400-NA,Flip Up In-Desk Connectivity with Power - WyreStorm,Cable Management,Cable management,primary-hardware,do-not-spec,true,,,,Cable management,,,,,,,,,,,https://www.wyrestorm.com/product/idb-400-na/,2026-06-28,Wingman source migration (review required)
IDB-CBL-SPINE,"Under Desk Cable Management 'SPINE' for IDB Series (Adjustable up to 36"")",Accessory,Cable / accessory,primary-hardware,do-not-spec,true,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-HDMI-C,HDMI,Accessory,Cable / accessory,primary-hardware,do-not-spec,true,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-K2-C,Carrier Keystone 2 ports,Accessory,Cable / accessory,primary-hardware,do-not-spec,true,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-PWR-SCH,2m Wieland to Schuko Power Supply Cable For IDB-MS Series (Schuko Plug),Accessory,Cable / accessory,primary-hardware,do-not-spec,true,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-PWR-UK,2m Wieland to UK Power Supply Cable For IDB-MS Series (UK Plug),Accessory,Cable / accessory,primary-hardware,do-not-spec,true,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-RJ45-C,RJ45 CAT6,Accessory,Cable / accessory,primary-hardware,do-not-spec,true,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-SPINE,Under-Desk Cable Management Spine with Adjustable Height,Cable Management,Cable management,accessory,do-not-spec,true,,,,Cable management,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-USBA-C,USB 3.0 type A,Accessory,UC / conferencing,primary-hardware,active,false,,,,UC / conferencing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
IDB-USBC-C,USB 3.2 type C,Accessory,UC / conferencing,primary-hardware,active,false,,,,UC / conferencing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
M4250-GSM4212PX-10P,"Netgear Pre-configured 1GbE 10-port Switch with 1G/10G Uplinks for use with NetworkHD 100, 400 & 500 Series - WyreStorm",Network Switch,Network infrastructure,primary-hardware,do-not-spec,true,,,,Network infrastructure,,,,,,,,,,,https://www.wyrestorm.com/product/m4250-gsm4212px-10p/,2026-06-28,Wingman source migration (review required)
M4250-GSM4230PX-26P,"Netgear Pre-configured 1GbE 26-port Switch with 1G/10G Uplinks for use with NetworkHD 100, 400 & 500 Series - WyreStorm",Network Switch,Network infrastructure,primary-hardware,do-not-spec,true,,,,Network infrastructure,,,,,,,,,,,https://www.wyrestorm.com/product/m4250-gsm4230px-26p/,2026-06-28,Wingman source migration (review required)
M4250-GSM4248PX-40P,"Netgear Pre-configured 1GbE 48-port Switch with 1G/10G Uplinks for use with NetworkHD 100, 400 & 500 Series - WyreStorm",Network Switch,Network infrastructure,primary-hardware,do-not-spec,true,,,,Network infrastructure,,,,,,,,,,,https://www.wyrestorm.com/product/m4250-gsm4248px-40p/,2026-06-28,Wingman source migration (review required)
M4300-XSM4316PA-16X,Netgear Pre-configured 10GbE 16-port Switch for use with NetworkHD 600 Series - WyreStorm,Network Switch,Network infrastructure,primary-hardware,do-not-spec,true,,,,Network infrastructure,,,,,,,,,,,https://www.wyrestorm.com/product/m4300-xsm4316pa-16x/,2026-06-28,Wingman source migration (review required)
M4300-XSM4324CS-24X,Netgear Pre-configured 10GbE 24-port Switch for use with NetworkHD 600 Series - WyreStorm,Network Switch,Network infrastructure,primary-hardware,do-not-spec,true,,,,Network infrastructure,,,,,,,,,,,https://www.wyrestorm.com/product/m4300-xsm4324cs-24x/,2026-06-28,Wingman source migration (review required)
MV-0401-PRO,4-Input 4K60 Multiview Processor for NetworkHD,Multiview Processor,Video processing,review-required,review,false,,,,Video processing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required) Source-hygiene correction 2026-06-28: invalid WyreStorm SKU - correct multiview SKU is NHD-0401-MV.
MX-0402-MST,Video Conferencing Equipment for Seamless Communication,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0402-mst/,2026-06-28,Wingman source migration (review required)
MX-0403-H3-MST,4x3 Multi-Input Conference Room Switcher with Advanced USB-C Integration & HDBT 3.0 Output - WyreStorm,Presentation Switcher,Presentation switching,primary-hardware,active,false,,,,Presentation switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0403-h3-mst/,2026-06-28,Wingman source migration (review required)
MX-0404-HDBT-H2A-KIT,4K 4x4 HDBaseT Matrix with Receivers - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0404-hdbt-h2a-kit/,2026-06-28,Wingman lifecycle migration
MX-0404-HDMI,WyreStorm MX-0404-HDMI 4×4 4K Matrix Switcher – 18Gbps HDMI,Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0404-hdmi/,2026-06-28,Wingman source migration (review required)
MX-0404-KIT,4K 4x4 HDBaseT Matrix with Receiver - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0404-kit/,2026-06-28,Wingman source migration (review required)
MX-0404-SCL,WyreStorm MX-0404-SCL 4x4 Seamless 4K60 HDMI Matrix Switcher with Scaling,Seamless Matrix,Matrix switching / multiview,primary-hardware,active,false,,,,Matrix switching / multiview,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0404-scl/,2026-06-28,Wingman source migration (review required)
MX-0804-EDC,WyreStorm MX-0804-EDC 8x4 Seamless Matrix Switch with USB-C & Dante,Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0804-edc/,2026-06-28,Wingman source migration (review required)
MX-0808-H2A-MK2,8x8 HDMI Matrix – Seamless Video Switching for Multiple Displays,HDBaseT Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0808-h2a-mk2/,2026-06-28,Wingman source migration (review required)
MX-0808-KIT-V2,8x8 4K UHD HDBaseT Matrix Kit - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0808-kit-v2/,2026-06-28,Wingman source migration (review required)
MX-0808-SCL,4K60 8x8 Seamless Scaling HDMI Matrix with USB-C Support - WyreStorm,Seamless Matrix,Matrix switching / multiview,primary-hardware,review,false,,,,Matrix switching / multiview,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0808-scl/,2026-06-28,Wingman source migration (review required)
MX-0808-SCL-V2,4K60 8x8 Seamless Scaling HDMI Matrix with USB-C Support v2 - WyreStorm,Seamless Matrix,Matrix switching / multiview,primary-hardware,active,false,,,,Matrix switching / multiview,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0808-scl-v2/,2026-06-28,Wingman source migration (review required)
MX-0812-SCL,4K60 8x12 Advanced Seamless Scaling HDMI Matrix - WyreStorm,Seamless Matrix,Matrix switching / multiview,primary-hardware,active,false,,,,Matrix switching / multiview,,,,,,,,,,,https://www.wyrestorm.com/product/mx-0812-scl/,2026-06-28,Wingman source migration (review required)
MX-1007-HYB,WyreStorm MX-1007-HYB 10×7 4K Hybrid Matrix Switcher,HDBaseT Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-1007-hyb/,2026-06-28,Wingman source migration (review required)
MX-1010-H2XC,10 Slot 18Gbps 4K HDR Modular Matrix Switch Chassis - WyreStorm,Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-1010-h2xc/,2026-06-28,Wingman lifecycle migration
MX-1616-H2XC,16 Slot 18Gbps 4K HDR Modular Matrix Switch Chassis - WyreStorm,Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mx-1616-h2xc/,2026-06-28,Wingman lifecycle migration
MX-1616-SCL,Advanced 16x16 Seamless Scaling Matrix Chassis - WyreStorm,Seamless Matrix,Matrix switching / multiview,primary-hardware,active,false,,,,Matrix switching / multiview,,,,,,,,,,,https://www.wyrestorm.com/product/mx-1616-scl/,2026-06-28,Wingman source migration (review required)
MXV-0404-H2A-KIT,4K60Hz 4:4:4 4x4 HDBaseT TM Matrix,Matrix Switcher,Matrix / routing,primary-hardware,active,false,,,,Matrix / routing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
MXV-0404-H2A-KIT-V2,4K60 4x4 HDBaseT Matrix with Receivers - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0404-h2a-kit/,2026-06-28,Wingman source migration (review required)
MXV-0408-H2A,4K60 4x8 HDBaseT Matrix - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0408-h2a/,2026-06-28,Wingman lifecycle migration
MXV-0408-H2A-KIT,4K60 4x8 HDBaseT Matrix with 6x Receivers - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0408-h2a-kit/,2026-06-28,Wingman lifecycle migration
MXV-0606-H2A-70,70m 4K60 HDBaseT Receiver for MXV - WyreStorm,HDBaseT Matrix,Matrix switching,review-required,review,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/rxv-70-4k-g2/,2026-06-28,Wingman source migration (review required) Source-hygiene correction 2026-06-28: receiver companion source contamination - not a clean matrix lead story.
MXV-0606-H2A-V2,"4K HDR 4:4:4 60Hz HDBaseT 6x6 Matrix Switch with 6x Toslink Zone Audio De-Embed and 4 Mirrored HDMI Outputs (4K: 35m/115ft, 1080p: 70m/230ft) - WyreStorm",HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0606-h2a/,2026-06-28,Wingman lifecycle migration
MXV-0606-H2A-V3,4K60 6x6 HDBaseT Matrix - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0606-h2a-v3/,2026-06-28,Wingman lifecycle migration
MXV-0808-H2A-70-V2,"4K HDR 4:4:4 60Hz HDBaseT 8x8 Matrix Switch with Zone Audio De-Embed and 4 Mirrored HDMI Outputs (4K: 70m/230ft, 1080p: 100m/328ft) - WyreStorm",HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0808-h2a-70-v2/,2026-06-28,Wingman lifecycle migration
MXV-0808-H2A-70-V3,70m 4K60 8x8 HDBaseT Matrix - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0808-h2a-70-v3/,2026-06-28,Wingman source migration (review required)
MXV-0808-H2A-KIT,4K60 8x8 HDBaseT Matrix Kit with 8x Receivers - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0808-h2a-kit/,2026-06-28,Wingman source migration (review required)
MXV-0808-H2A-MK2,4K60 8x8 HDMI Matrix,HDBaseT Matrix,Matrix switching,primary-hardware,active,false,,,,Matrix switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
MXV-0808-H2A-V2,"4K HDR 4:4:4 60Hz HDBaseT 8x8 Matrix Switch with Assignable Audio De-Embed and 4 mirrored HDMI outputs (4K 35m/114ft, 1080p 70m/230ft) - WyreStorm",HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0808-h2a-v2/,2026-06-28,Wingman lifecycle migration
MXV-0808-H2A-V3,4K60 8x8 HDBaseT Matrix - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0808-h2a-v3/,2026-06-28,Wingman lifecycle migration
MXV-0808-H2L,8x8 4K60 'Lite' HDBaseT Matrix - WyreStorm,HDBaseT Matrix,Matrix switching,primary-hardware,discontinued,true,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/mxv-0808-h2l/,2026-06-28,Wingman lifecycle migration
MXV-70,Scaling 70m 4K60 HDBaseT Receiver for MX - WyreStorm,HDBaseT Matrix,Matrix switching,endpoint-hardware,review,false,,,,Matrix switching,,,,,,,,,,,https://www.wyrestorm.com/product/rxv-70-g2-scl/,2026-06-28,Wingman source migration (review required)
NETWORKHDTOUCHTM,"Free iPad & Android Control App for NetworkHD 100, 200 & 400 Series",Audio / Control,AVoIP,system-controller,review,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required)
NHD-000-CTL,Controller for NetworkHD Systems - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,primary-hardware,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-000-ctl/,2026-06-28,Wingman lifecycle migration
NHD-000-RACK3,7U/8 Slot Rack Mount for NetworkHD 600 TX/RX - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,accessory,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-000-rack3/,2026-06-28,Wingman lifecycle migration
NHD-000-RACK4,6U/12 Slot Rack Mount for NetworkHD 100/250/400/500/600 Series - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,rack-mount,active,false,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-000-rack4/,2026-06-28,Wingman source migration (review required)
NHD-0401-MV,NetworkHD 4-Input 4K60 Multiview Switcher - WyreStorm,NetworkHD 500,AV-over-IP processing,primary-hardware,active,false,,,,AV-over-IP processing,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-0401-mv/,2026-06-28,Wingman source migration (review required)
NHD-100,"Companion Control App for NetworkHD 100, 400, 500 & 600 Series - WyreStorm",NetworkHD,AV-over-IP,system-controller,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/companioncontrol/,2026-06-28,Wingman source migration (review required)
NHD-110-RX,1080p HD Low Bandwidth AV over IP Decoder - WyreStorm,NetworkHD 100,AV-over-IP,primary-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-110-rx/,2026-06-28,Wingman lifecycle migration
NHD-110-RX-S,1080p HD Low Bandwidth AV over IP Decoder with Sealoc Protection - WyreStorm,NetworkHD 100,AV-over-IP,endpoint-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-110-rx-s/,2026-06-28,Wingman lifecycle migration
NHD-110-TX,1080p HD Low Bandwidth AV over IP Encoder - WyreStorm,NetworkHD 100,AV-over-IP,endpoint-hardware,discontinued,true,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-110-tx/,2026-06-28,Wingman lifecycle migration
NHD-120-IW-TX,NetworkHD 100 Series 4K30 4:2:0 H.265/H.265 In-Wall Encoder - WyreStorm,NetworkHD 100,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-120-iw-tx/,2026-06-28,Wingman source migration (review required)
NHD-120-RX,NetworkHD 120 Series 4K30 4:2:0 Decoder - WyreStorm,NetworkHD 100,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-120-rx/,2026-06-28,Wingman source migration (review required)
NHD-120-RX-S,NetworkHD 120 Series 4K30 4:2:0 Decoder with Sealoc Protection - WyreStorm,NetworkHD 100,AV-over-IP,endpoint-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-120-rx-s/,2026-06-28,Wingman source migration (review required)
NHD-120-TX,WyreStorm NHD-120-TX 4K AV over IP Encoder with H.264/H.265,NetworkHD 100,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-120-tx/,2026-06-28,Wingman source migration (review required)
NHD-124-RACK-1U,1U 2-Slot Rack Mount for NetworkHD NHD-124-TX,Rack / accessory,Rack / accessory,rack-mount,active,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman source migration (review required) Source-hygiene correction 2026-06-28: rack accessory dependency - not a lead product story.
NHD-124-TX,NetworkHD 100 Series 4K AV over IP Quad Encoder - WyreStorm,NetworkHD 100,AV-over-IP,endpoint-hardware,active,false,,,,AV-over-IP,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-124-tx/,2026-06-28,Wingman source migration (review required)
NHD-128-NDI-TRX,WyreStorm NHD-128-NDI-TRX 4K30 NDI to AV over IP Gateway,NetworkHD 100,AV-over-IP / NDI bridging,endpoint-hardware,active,false,,,,AV-over-IP / NDI bridging,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-128-ndi-trx/,2026-06-28,Wingman source migration (review required)
NHD-140-RACK-1U,1U/2 Slot Rack Mount for NetworkHD NHD-140-TX - WyreStorm,NetworkHD Accessory,AV-over-IP accessory,rack-mount,discontinued,true,,,,AV-over-IP accessory,,,,,,,,,,,https://www.wyrestorm.com/product/nhd-140-rack-1u/,2026-06-28,Wingman source migration (review required)
