sku,lifecycle_status,do_not_spec,successor,reason,evidence_source,last_reviewed,reviewer
NHD-000-CTL,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-000-RACK3,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-000-RACK4,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-0401-MV,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-100,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-110-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-110-RX-S,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-110-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-120-IW-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-120-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-120-RX-S,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-120-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-124-RACK-1U,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-124-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-128-NDI-TRX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-140-RACK-1U,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-150-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-250-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-300-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-400-DNT-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-400-E-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-400-E-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-400-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-400-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-400-TX-IW,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-DNT-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-E,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-E-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-E-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-IW-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-IW-TX-V2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-T,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-500-TXRX-V2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-510-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-E-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-E-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-E-TXRX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-TRX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-TRXF,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-610,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-610-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-610-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-610-TX-V2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-CTL-PRO,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-CTL-PRO-T,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-CTL-PRO-V2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-RACK-1U,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-RACK4-BLK,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-TOUCH,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-TOUCHPLUS,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-USB-TRX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
OFFICE-KIT,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
PSU-12V-3A,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-35-POH,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-500,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-70-4K,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-70-4K-ARC,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-70-4K-SCL,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-700,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX3-100,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXF-300-4K,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-35-4K,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-35-SCL,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-70-4K,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-70-4K-ARC,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-70-4K-G2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-70-G2-SCL,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SP-0102-H2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SP-0104-H2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SP-0108-SCL,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SP-618,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SR-10G-MM-SFPP,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SR-1G-MM-SFP,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-0204-VW,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-0206-VW,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-0401-H2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-0X01-8K,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-120-TX3,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-120-TX3-UK,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-120-TX3-US,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-130-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-130-TX-UK,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-130-TX-US,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-220-TX-W,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-510-TX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-515-RX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-540-TX-W,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-620-TX-W,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-640L-TX-W,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SWX-100-HDBT3,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SWX-100-IW-UK,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SWX-100-IW-US,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SWX-100-IW-UX,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-CTL-HUB,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KEY10,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KIT-130-EU,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KIT-130-US,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KIT-510-EU,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KIT-510-US,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-TOUCH10,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-TOUCH10-V2,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TS-280-EU,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TS-280-US,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-35-IW,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-35-IW-KVM,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-35-IWC-KVM,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-70-4K,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-ADZ,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-HDBT,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-HDMI,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-OM3,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-VLC,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-SCL-HDBT,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-SCL-HDMI,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
USB-HUB4,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
WYRERING,review,false,,Generated starter lifecycle row; confirm lifecycle before promotion.,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
