"Hash","Copies","BytesEach","Path"
"2915F5196F4E2200527F389EFC6F8D0A8F2C257345842A12DB56503567019099","4","33979","src\wingman2\lib\dependencyGovernance.ts"
"294C685605BDE6C7CA6333039CF7C5F13BBF905980C25FAB23859548979B45C8","4","942",".wingman-work\backups\20260811-125215\src\lib\server.ts"
"294C685605BDE6C7CA6333039CF7C5F13BBF905980C25FAB23859548979B45C8","4","942",".wingman-work\backups\20260811-125346\src\lib\server.ts"
"294C685605BDE6C7CA6333039CF7C5F13BBF905980C25FAB23859548979B45C8","4","942",".wingman-work\backups\20260811-125821\src\lib\server.ts"
"294C685605BDE6C7CA6333039CF7C5F13BBF905980C25FAB23859548979B45C8","4","942","src\lib\server.ts"
"296FA31E51C061076D6B961D818970A791733808319530E382EFB6B3436544DC","4","4601",".wingman-work\backups\20260811-125215\src\wingman2\lib\runtimeTelemetry.ts"
"296FA31E51C061076D6B961D818970A791733808319530E382EFB6B3436544DC","4","4601",".wingman-work\backups\20260811-125346\src\wingman2\lib\runtimeTelemetry.ts"
"296FA31E51C061076D6B961D818970A791733808319530E382EFB6B3436544DC","4","4601",".wingman-work\backups\20260811-125821\src\wingman2\lib\runtimeTelemetry.ts"
"296FA31E51C061076D6B961D818970A791733808319530E382EFB6B3436544DC","4","4601","src\wingman2\lib\runtimeTelemetry.ts"
"2994AD9BB1E478EBA1901B82025DC1E0CFAB30EF370E067180BB1A2554199AF9","4","1152",".wingman-work\backups\20260811-125215\src\__tests__\ingestNextStep.test.tsx"
"2994AD9BB1E478EBA1901B82025DC1E0CFAB30EF370E067180BB1A2554199AF9","4","1152",".wingman-work\backups\20260811-125346\src\__tests__\ingestNextStep.test.tsx"
"2994AD9BB1E478EBA1901B82025DC1E0CFAB30EF370E067180BB1A2554199AF9","4","1152",".wingman-work\backups\20260811-125821\src\__tests__\ingestNextStep.test.tsx"
"2994AD9BB1E478EBA1901B82025DC1E0CFAB30EF370E067180BB1A2554199AF9","4","1152","src\__tests__\ingestNextStep.test.tsx"
"29FD5C145B80AA237D04B5FA586FC01D87BCFF04E829856EFCDBAD02423E788E","2","11142","archive\_src_inline_backups\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx.bak-disable-alpha-readout-dom-20260627-191207"
"29FD5C145B80AA237D04B5FA586FC01D87BCFF04E829856EFCDBAD02423E788E","2","11142","archive\_src_inline_backups\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx.bak-remove-alpha-actual-readout-20260627-193650"
"2A07862149B2BC9185E86D40424DF80367D291B65EA83AD0D917FE728D57E5CB","4","2550",".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\schematicTypes.ts"
"2A07862149B2BC9185E86D40424DF80367D291B65EA83AD0D917FE728D57E5CB","4","2550",".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\schematicTypes.ts"
"2A07862149B2BC9185E86D40424DF80367D291B65EA83AD0D917FE728D57E5CB","4","2550",".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\schematicTypes.ts"
"2A07862149B2BC9185E86D40424DF80367D291B65EA83AD0D917FE728D57E5CB","4","2550","src\wingman2\lib\schematic\schematicTypes.ts"
"2A980AE0F2E41F66BE2A73B56A7074A2DE4DDE78366D7C9A9A104A91703B5F7A","4","1917",".wingman-work\backups\20260811-125215\src\wingman2\pages\IngestPage.errorHandling.test.tsx"
"2A980AE0F2E41F66BE2A73B56A7074A2DE4DDE78366D7C9A9A104A91703B5F7A","4","1917",".wingman-work\backups\20260811-125346\src\wingman2\pages\IngestPage.errorHandling.test.tsx"
"2A980AE0F2E41F66BE2A73B56A7074A2DE4DDE78366D7C9A9A104A91703B5F7A","4","1917",".wingman-work\backups\20260811-125821\src\wingman2\pages\IngestPage.errorHandling.test.tsx"
"2A980AE0F2E41F66BE2A73B56A7074A2DE4DDE78366D7C9A9A104A91703B5F7A","4","1917","src\wingman2\pages\IngestPage.errorHandling.test.tsx"
"2AC1FCFAA272250BFF9E691B6F184D24AB7B7DA1B4A3E15D6FF733202BBD85E4","4","3055",".wingman-work\backups\20260811-125215\src\wingman2\lib\requirementsParser.ts"
"2AC1FCFAA272250BFF9E691B6F184D24AB7B7DA1B4A3E15D6FF733202BBD85E4","4","3055",".wingman-work\backups\20260811-125346\src\wingman2\lib\requirementsParser.ts"
"2AC1FCFAA272250BFF9E691B6F184D24AB7B7DA1B4A3E15D6FF733202BBD85E4","4","3055",".wingman-work\backups\20260811-125821\src\wingman2\lib\requirementsParser.ts"
"2AC1FCFAA272250BFF9E691B6F184D24AB7B7DA1B4A3E15D6FF733202BBD85E4","4","3055","src\wingman2\lib\requirementsParser.ts"
"2B3900445313AEECACB5E1F0EC43B5F8D3F5B4B22C628E0837A509461AFAFD37","2","2619","archive\backups\wingman-single-screen-fit-2026-06-08_12-28-23\tools\audit-wingman-single-screen.mjs"
"2B3900445313AEECACB5E1F0EC43B5F8D3F5B4B22C628E0837A509461AFAFD37","2","2619","archive\backups\wingman-single-screen-fit-2026-06-08_12-29-10\tools\audit-wingman-single-screen.mjs"
"2C336C7FDDA35927D1085D0336429F6D9D892CBC015E78C35DCE89B5C40800B3","4","4054",".wingman-work\backups\20260811-125215\src\wingman2\lib\governedCompareRuntime.test.ts"
"2C336C7FDDA35927D1085D0336429F6D9D892CBC015E78C35DCE89B5C40800B3","4","4054",".wingman-work\backups\20260811-125346\src\wingman2\lib\governedCompareRuntime.test.ts"
"2C336C7FDDA35927D1085D0336429F6D9D892CBC015E78C35DCE89B5C40800B3","4","4054",".wingman-work\backups\20260811-125821\src\wingman2\lib\governedCompareRuntime.test.ts"
"2C336C7FDDA35927D1085D0336429F6D9D892CBC015E78C35DCE89B5C40800B3","4","4054","src\wingman2\lib\governedCompareRuntime.test.ts"
"2C7ADFA9CAF90E6BA9B31319F358D2CF20840367A713857D5F0BAD7556CDE593","4","1492",".wingman-work\backups\20260811-125215\src\wingman2\lib\compareEligibilityEngine.presentationIntent.test.ts"
"2C7ADFA9CAF90E6BA9B31319F358D2CF20840367A713857D5F0BAD7556CDE593","4","1492",".wingman-work\backups\20260811-125346\src\wingman2\lib\compareEligibilityEngine.presentationIntent.test.ts"
"2C7ADFA9CAF90E6BA9B31319F358D2CF20840367A713857D5F0BAD7556CDE593","4","1492",".wingman-work\backups\20260811-125821\src\wingman2\lib\compareEligibilityEngine.presentationIntent.test.ts"
"2C7ADFA9CAF90E6BA9B31319F358D2CF20840367A713857D5F0BAD7556CDE593","4","1492","src\wingman2\lib\compareEligibilityEngine.presentationIntent.test.ts"
"2C83EA183F834774EEBE557005A8E24EBAD8275D3FE8A1B71A944D1DA5791417","4","26879",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-workflow-theme.css.20260713-172759.bak"
"2C83EA183F834774EEBE557005A8E24EBAD8275D3FE8A1B71A944D1DA5791417","4","26879",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-workflow-theme.css.20260713-172759.bak"
"2C83EA183F834774EEBE557005A8E24EBAD8275D3FE8A1B71A944D1DA5791417","4","26879",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-workflow-theme.css.20260713-172759.bak"
"2C83EA183F834774EEBE557005A8E24EBAD8275D3FE8A1B71A944D1DA5791417","4","26879","src\wingman2\styles\wingman-workflow-theme.css.20260713-172759.bak"
"2E3DCCF2CD4309A03A3D7A7C8A916F2E715EC495A315E924BF1406DDDF4E6F65","4","37617",".wingman-work\backups\20260811-125215\src\wingman2\components\DiscoveryLocationsConnections.tsx"
"2E3DCCF2CD4309A03A3D7A7C8A916F2E715EC495A315E924BF1406DDDF4E6F65","4","37617",".wingman-work\backups\20260811-125346\src\wingman2\components\DiscoveryLocationsConnections.tsx"
"2E3DCCF2CD4309A03A3D7A7C8A916F2E715EC495A315E924BF1406DDDF4E6F65","4","37617",".wingman-work\backups\20260811-125821\src\wingman2\components\DiscoveryLocationsConnections.tsx"
"2E3DCCF2CD4309A03A3D7A7C8A916F2E715EC495A315E924BF1406DDDF4E6F65","4","37617","src\wingman2\components\DiscoveryLocationsConnections.tsx"
"2E8CBD34C3F466E00E2F6E95EE4709C65FCC7A97A778A9EA60AA6EFBACA495DF","3","44324","archive\_wingman_backup_compare_marker_fix_20260614-085133\ComparePageNew.tsx"
"2E8CBD34C3F466E00E2F6E95EE4709C65FCC7A97A778A9EA60AA6EFBACA495DF","3","44324","archive\_wingman_backup_compare_pre_commit_cleanup_20260614-084236\src\wingman2\pages\ComparePageNew.tsx"
"2E8CBD34C3F466E00E2F6E95EE4709C65FCC7A97A778A9EA60AA6EFBACA495DF","3","44324","archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\pages\ComparePageNew.tsx"
"2FE2B89EABA1DB4804C31234AC74693345122F3D74502B5BB14824085C427D3F","4","10397",".wingman-work\backups\20260811-125215\src\wingman2\lib\productAssurance.ts"
"2FE2B89EABA1DB4804C31234AC74693345122F3D74502B5BB14824085C427D3F","4","10397",".wingman-work\backups\20260811-125346\src\wingman2\lib\productAssurance.ts"
"2FE2B89EABA1DB4804C31234AC74693345122F3D74502B5BB14824085C427D3F","4","10397",".wingman-work\backups\20260811-125821\src\wingman2\lib\productAssurance.ts"
"2FE2B89EABA1DB4804C31234AC74693345122F3D74502B5BB14824085C427D3F","4","10397","src\wingman2\lib\productAssurance.ts"
"2FEB151DF522EB8CE2AECD585DDCD7E878F05B7B6D4CA2A8EA8D56205AD25D14","4","2993",".wingman-work\backups\20260811-125215\src\wingman2\pages\DashboardPage.test.tsx"
"2FEB151DF522EB8CE2AECD585DDCD7E878F05B7B6D4CA2A8EA8D56205AD25D14","4","2993",".wingman-work\backups\20260811-125346\src\wingman2\pages\DashboardPage.test.tsx"
"2FEB151DF522EB8CE2AECD585DDCD7E878F05B7B6D4CA2A8EA8D56205AD25D14","4","2993",".wingman-work\backups\20260811-125821\src\wingman2\pages\DashboardPage.test.tsx"
"2FEB151DF522EB8CE2AECD585DDCD7E878F05B7B6D4CA2A8EA8D56205AD25D14","4","2993","src\wingman2\pages\DashboardPage.test.tsx"
"2FF1DA412206C36DCFE87A57B55904CB407E5C7FF2973D99693BC63F26AF9DF3","4","4228",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-105533.bak"
"2FF1DA412206C36DCFE87A57B55904CB407E5C7FF2973D99693BC63F26AF9DF3","4","4228",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-105533.bak"
"2FF1DA412206C36DCFE87A57B55904CB407E5C7FF2973D99693BC63F26AF9DF3","4","4228",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-105533.bak"
"2FF1DA412206C36DCFE87A57B55904CB407E5C7FF2973D99693BC63F26AF9DF3","4","4228","src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-105533.bak"
"308BFB9942BB2481C8669CEDCED10EAD53B2B7A1056CEB3984FC56CA17E6F249","4","2536",".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\DiscoveryCustomTemplatePanel.tsx"
"308BFB9942BB2481C8669CEDCED10EAD53B2B7A1056CEB3984FC56CA17E6F249","4","2536",".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\DiscoveryCustomTemplatePanel.tsx"
"308BFB9942BB2481C8669CEDCED10EAD53B2B7A1056CEB3984FC56CA17E6F249","4","2536",".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\DiscoveryCustomTemplatePanel.tsx"
"308BFB9942BB2481C8669CEDCED10EAD53B2B7A1056CEB3984FC56CA17E6F249","4","2536","src\wingman2\pages\discovery\DiscoveryCustomTemplatePanel.tsx"
"30A64DE5D6A2129DFADD00D8A61F2B7AF3DEF5547EC47A98D4A139FD4164FD3C","4","214",".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanViewportFitControl.tsx"
"30A64DE5D6A2129DFADD00D8A61F2B7AF3DEF5547EC47A98D4A139FD4164FD3C","4","214",".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanViewportFitControl.tsx"
"30A64DE5D6A2129DFADD00D8A61F2B7AF3DEF5547EC47A98D4A139FD4164FD3C","4","214",".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanViewportFitControl.tsx"
"30A64DE5D6A2129DFADD00D8A61F2B7AF3DEF5547EC47A98D4A139FD4164FD3C","4","214","src\wingman2\components\WingmanViewportFitControl.tsx"
"31DDBB69A8918534ECED1566DF166654A78FB46A11E76EE9788BA503DF62FDFE","4","15407",".wingman-work\backups\20260811-125215\src\__tests__\documentExtract.test.ts"
"31DDBB69A8918534ECED1566DF166654A78FB46A11E76EE9788BA503DF62FDFE","4","15407",".wingman-work\backups\20260811-125346\src\__tests__\documentExtract.test.ts"
"31DDBB69A8918534ECED1566DF166654A78FB46A11E76EE9788BA503DF62FDFE","4","15407",".wingman-work\backups\20260811-125821\src\__tests__\documentExtract.test.ts"
"31DDBB69A8918534ECED1566DF166654A78FB46A11E76EE9788BA503DF62FDFE","4","15407","src\__tests__\documentExtract.test.ts"
"322E3D0D3B43D5C8830ABA43F2A2C68DA8D023A1BD7F01515958E73925D92079","4","83","archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\domain\productMatching\index.ts"
"322E3D0D3B43D5C8830ABA43F2A2C68DA8D023A1BD7F01515958E73925D92079","4","83","archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\productMatching\index.ts"
"322E3D0D3B43D5C8830ABA43F2A2C68DA8D023A1BD7F01515958E73925D92079","4","83","archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\domain\productMatching\index.ts"
"322E3D0D3B43D5C8830ABA43F2A2C68DA8D023A1BD7F01515958E73925D92079","4","83","archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\productMatching\index.ts"
"34403ED54FB63A6BE5CBB04B708E433276C9DA219A7816A4A60009018C1AB0C7","4","219",".wingman-work\backups\20260811-125215\src\lib\client.ts"
"34403ED54FB63A6BE5CBB04B708E433276C9DA219A7816A4A60009018C1AB0C7","4","219",".wingman-work\backups\20260811-125346\src\lib\client.ts"
"34403ED54FB63A6BE5CBB04B708E433276C9DA219A7816A4A60009018C1AB0C7","4","219",".wingman-work\backups\20260811-125821\src\lib\client.ts"
"34403ED54FB63A6BE5CBB04B708E433276C9DA219A7816A4A60009018C1AB0C7","4","219","src\lib\client.ts"
"344945E8C10842C97C887375E57F63B157BE2841AF0FB1D2D315C46F025AAA01","4","18600",".wingman-work\backups\20260811-125215\src\wingman2\pages\DataManagerPage.tsx"
"344945E8C10842C97C887375E57F63B157BE2841AF0FB1D2D315C46F025AAA01","4","18600",".wingman-work\backups\20260811-125346\src\wingman2\pages\DataManagerPage.tsx"
"344945E8C10842C97C887375E57F63B157BE2841AF0FB1D2D315C46F025AAA01","4","18600",".wingman-work\backups\20260811-125821\src\wingman2\pages\DataManagerPage.tsx"
"344945E8C10842C97C887375E57F63B157BE2841AF0FB1D2D315C46F025AAA01","4","18600","src\wingman2\pages\DataManagerPage.tsx.20260811-131538.bak"
"35325352F6DA1E967716C5FD9EDE5DE1A2E0A7916C5D3AD5B154948E1619527F","2","9814","archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-063043"
"35325352F6DA1E967716C5FD9EDE5DE1A2E0A7916C5D3AD5B154948E1619527F","2","9814","archive\_src_inline_backups\src\wingman2\components\VisualStudioCanvas.tsx.backup-20260710-065535"
"3533A9CEE721549C6B0FC8555E9851A0589FB5AE20A121667F7E3FF6502C78F4","4","2803",".wingman-work\backups\20260811-125215\src\wingman2\components\ProductWorkspaceChrome.tsx"
"3533A9CEE721549C6B0FC8555E9851A0589FB5AE20A121667F7E3FF6502C78F4","4","2803",".wingman-work\backups\20260811-125346\src\wingman2\components\ProductWorkspaceChrome.tsx"
"3533A9CEE721549C6B0FC8555E9851A0589FB5AE20A121667F7E3FF6502C78F4","4","2803",".wingman-work\backups\20260811-125821\src\wingman2\components\ProductWorkspaceChrome.tsx"
"3533A9CEE721549C6B0FC8555E9851A0589FB5AE20A121667F7E3FF6502C78F4","4","2803","src\wingman2\components\ProductWorkspaceChrome.tsx"
"35AEE89BA8696152CBD580457C6A6A7EC4813D6FA773F69404DDA87EF0DA68A1","2","4150","backups\react-flow-foundation-20260714-054745\guard-wingman-css-imports.mjs.bak"
"35AEE89BA8696152CBD580457C6A6A7EC4813D6FA773F69404DDA87EF0DA68A1","2","4150","backups\react-flow-foundation-20260714-084703\guard-wingman-css-imports.mjs.bak"
"3735D3C33B9FA0E91EBCE83FD43A0273D02D3C4CBB1D180C36DA922158420324","4","2786",".wingman-work\backups\20260811-125215\src\wingman2\lib\wirelessCastingRecommendationRules.ts"
"3735D3C33B9FA0E91EBCE83FD43A0273D02D3C4CBB1D180C36DA922158420324","4","2786",".wingman-work\backups\20260811-125346\src\wingman2\lib\wirelessCastingRecommendationRules.ts"
"3735D3C33B9FA0E91EBCE83FD43A0273D02D3C4CBB1D180C36DA922158420324","4","2786",".wingman-work\backups\20260811-125821\src\wingman2\lib\wirelessCastingRecommendationRules.ts"
"3735D3C33B9FA0E91EBCE83FD43A0273D02D3C4CBB1D180C36DA922158420324","4","2786","src\wingman2\lib\wirelessCastingRecommendationRules.ts"
"37517E5F3DC66819F61F5A7BB8ACE1921282415F10551D2DEFA5C3EB0985B570","2","3","archive\_wingman_backup_pre_commit_20260614-053254\data_catalog_competitor-custom.local.json"
"37517E5F3DC66819F61F5A7BB8ACE1921282415F10551D2DEFA5C3EB0985B570","2","3","data\competitor-approvals.json"
"3758D7A763BEE62309E9DF09C63605860D1D7EB39D20A40706EC269C1D62DDC1","2","1089",".wingman-backups\discovery-unified-comms-20260717-112358\patch-diagnostic.log"
"3758D7A763BEE62309E9DF09C63605860D1D7EB39D20A40706EC269C1D62DDC1","2","1089",".wingman-backups\discovery-unified-comms-20260717-114353\patch-diagnostic.log"
"380C95550478D12AF0A1408E3416965E805B89B9808080CC06E22AA673E4EDDE","4","31016",".wingman-work\backups\20260811-125215\src\wingman2\lib\avDecisionEvidence.ts"
"380C95550478D12AF0A1408E3416965E805B89B9808080CC06E22AA673E4EDDE","4","31016",".wingman-work\backups\20260811-125346\src\wingman2\lib\avDecisionEvidence.ts"
"380C95550478D12AF0A1408E3416965E805B89B9808080CC06E22AA673E4EDDE","4","31016",".wingman-work\backups\20260811-125821\src\wingman2\lib\avDecisionEvidence.ts"
"380C95550478D12AF0A1408E3416965E805B89B9808080CC06E22AA673E4EDDE","4","31016","src\wingman2\lib\avDecisionEvidence.ts"
"386E6E0B98703B2BD14236A45B506E7B353D5242AA1D501DDF4AEA5AC74F2565","4","9942",".wingman-work\backups\20260811-125215\src\wingman2\logic\usbPathValidator.ts"
"386E6E0B98703B2BD14236A45B506E7B353D5242AA1D501DDF4AEA5AC74F2565","4","9942",".wingman-work\backups\20260811-125346\src\wingman2\logic\usbPathValidator.ts"
"386E6E0B98703B2BD14236A45B506E7B353D5242AA1D501DDF4AEA5AC74F2565","4","9942",".wingman-work\backups\20260811-125821\src\wingman2\logic\usbPathValidator.ts"
"386E6E0B98703B2BD14236A45B506E7B353D5242AA1D501DDF4AEA5AC74F2565","4","9942","src\wingman2\logic\usbPathValidator.ts"
"389281C5BB12EB357D2A1B900CA467D35D57ABFBC60B7B07E1A928331BFB5565","2","6651","archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104203\IngestPage.multiSku.test.tsx"
"389281C5BB12EB357D2A1B900CA467D35D57ABFBC60B7B07E1A928331BFB5565","2","6651","archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104535\IngestPage.multiSku.test.tsx"
"38B526A93D51FFBA1D50E905B25955CB97098B8C441D1C49DFED67D2F12A0CC3","3","10234","_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\pages\GlossaryPage.tsx"
"38B526A93D51FFBA1D50E905B25955CB97098B8C441D1C49DFED67D2F12A0CC3","3","10234","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\pages\GlossaryPage.tsx"
"38B526A93D51FFBA1D50E905B25955CB97098B8C441D1C49DFED67D2F12A0CC3","3","10234","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\pages\GlossaryPage.tsx"
"3AEF1EB5F5DD3EEB9D7D0DC7CD30185B26D330AFB6BDB147B962D6C111F220E3","3","2384","_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\__tests__\sharedProductSelectorConsistency.test.tsx"
"3AEF1EB5F5DD3EEB9D7D0DC7CD30185B26D330AFB6BDB147B962D6C111F220E3","3","2384","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\__tests__\sharedProductSelectorConsistency.test.tsx"
"3AEF1EB5F5DD3EEB9D7D0DC7CD30185B26D330AFB6BDB147B962D6C111F220E3","3","2384","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\__tests__\sharedProductSelectorConsistency.test.tsx"
"3B3817D2EB2B23F0377E4967E14579126D3AC5C5991205BE0854AC89966E4EFD","2","2289","archive\backups\wingman-single-screen-fit-2026-06-08_12-28-23\src\wingman2\components\WingmanWorkflowPager.tsx"
"3B3817D2EB2B23F0377E4967E14579126D3AC5C5991205BE0854AC89966E4EFD","2","2289","archive\backups\wingman-single-screen-fit-2026-06-08_12-29-10\src\wingman2\components\WingmanWorkflowPager.tsx"
"3B4ABC3F5B52EC044D9EBF01EAF07B7E91A60EC453A736DC323A462B59618A1F","4","22185",".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-workflow-theme.css.20260713-161141.bak"
"3B4ABC3F5B52EC044D9EBF01EAF07B7E91A60EC453A736DC323A462B59618A1F","4","22185",".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-workflow-theme.css.20260713-161141.bak"
"3B4ABC3F5B52EC044D9EBF01EAF07B7E91A60EC453A736DC323A462B59618A1F","4","22185",".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-workflow-theme.css.20260713-161141.bak"
"3B4ABC3F5B52EC044D9EBF01EAF07B7E91A60EC453A736DC323A462B59618A1F","4","22185","src\wingman2\styles\wingman-workflow-theme.css.20260713-161141.bak"
"3B89D914E902F8B9F3A73C680FCFDBC025485A91F4F923B79D8CA5E8CB4E340E","3","4379","_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\app\routes.tsx"
"3B89D914E902F8B9F3A73C680FCFDBC025485A91F4F923B79D8CA5E8CB4E340E","3","4379","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\app\routes.tsx"
"3B89D914E902F8B9F3A73C680FCFDBC025485A91F4F923B79D8CA5E8CB4E340E","3","4379","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\app\routes.tsx"
"3BD4E2C44D5B7235BDFEC49CABF9785031AA011AA03BB58EF079AAED734E4C0A","3","823","_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\wingman-page-visual-classes-baseline.json"
"3BD4E2C44D5B7235BDFEC49CABF9785031AA011AA03BB58EF079AAED734E4C0A","3","823","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\wingman-page-visual-classes-baseline.json"
"3BD4E2C44D5B7235BDFEC49CABF9785031AA011AA03BB58EF079AAED734E4C0A","3","823","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\wingman-page-visual-classes-baseline.json"
"3BDACC7BBEC8021A033C8DEFD2475F3E856003D20FC94621DF5E3C24F77D56B0","2","106004","public\template-photos\photo-pub-matrix.jpg"
"3BDACC7BBEC8021A033C8DEFD2475F3E856003D20FC94621DF5E3C24F77D56B0","2","106004","public\template-photos\photo-sportsbar.jpg"
"3C29D06AAEADAEF821109B865D26ADF666EC9CB27F18E3F071171258F560C22F","4","14833",".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioProductConnection.ts.20260714-120057.bak"
"3C29D06AAEADAEF821109B865D26ADF666EC9CB27F18E3F071171258F560C22F","4","14833",".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioProductConnection.ts.20260714-120057.bak"
"3C29D06AAEADAEF821109B865D26ADF666EC9CB27F18E3F071171258F560C22F","4","14833",".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioProductConnection.ts.20260714-120057.bak"
"3C29D06AAEADAEF821109B865D26ADF666EC9CB27F18E3F071171258F560C22F","4","14833","src\wingman2\lib\visualStudioProductConnection.ts.20260714-120057.bak"
"3C3FFF43860246E6AB7785DC04B85C54E81AFC2A40DA367456F7A0D7416645BA","4","496",".wingman-work\backups\20260811-125215\tsconfig.json"
"3C3FFF43860246E6AB7785DC04B85C54E81AFC2A40DA367456F7A0D7416645BA","4","496",".wingman-work\backups\20260811-125346\tsconfig.json"
"3C3FFF43860246E6AB7785DC04B85C54E81AFC2A40DA367456F7A0D7416645BA","4","496",".wingman-work\backups\20260811-125821\tsconfig.json"
"3C3FFF43860246E6AB7785DC04B85C54E81AFC2A40DA367456F7A0D7416645BA","4","496","tsconfig.json"
"3C5262CDFF20E472834EEB2ADEDDE3CE543A87FA3DF800DDA989BDAFDBDF7763","2","10890","backups\visual-studio-canvas-layout-20260714-052453\VisualStudioCanvas.tsx.bak"
"3C5262CDFF20E472834EEB2ADEDDE3CE543A87FA3DF800DDA989BDAFDBDF7763","2","10890","backups\visual-studio-canvas-layout-v2-20260714-052759\VisualStudioCanvas.tsx.bak"
"3C73F3A9B0CD686D7B2500BF0186E285C98628337B179D4452788EF76A1175AF","4","2242",".wingman-work\backups\20260811-125215\src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx"
"3C73F3A9B0CD686D7B2500BF0186E285C98628337B179D4452788EF76A1175AF","4","2242",".wingman-work\backups\20260811-125346\src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx"
"3C73F3A9B0CD686D7B2500BF0186E285C98628337B179D4452788EF76A1175AF","4","2242",".wingman-work\backups\20260811-125821\src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx"
"3C73F3A9B0CD686D7B2500BF0186E285C98628337B179D4452788EF76A1175AF","4","2242","src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx"
"3CD145A382D29058DD00B0E82FCCCDEA3F32C19D3E714994BA3896DF637E50CF","4","290132",".wingman-work\backups\20260811-125215\src\assets\branding\wingman-brand-logo.png"
"3CD145A382D29058DD00B0E82FCCCDEA3F32C19D3E714994BA3896DF637E50CF","4","290132",".wingman-work\backups\20260811-125346\src\assets\branding\wingman-brand-logo.png"
"3CD145A382D29058DD00B0E82FCCCDEA3F32C19D3E714994BA3896DF637E50CF","4","290132",".wingman-work\backups\20260811-125821\src\assets\branding\wingman-brand-logo.png"
"3CD145A382D29058DD00B0E82FCCCDEA3F32C19D3E714994BA3896DF637E50CF","4","290132","src\assets\branding\wingman-brand-logo.png"
"3D93E1FFF125444BC61773841122B16CFC5387F6FAAFAB63FCD42A4219280E5A","3","40531","_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\lib\diagramTemplates.ts"
"3D93E1FFF125444BC61773841122B16CFC5387F6FAAFAB63FCD42A4219280E5A","3","40531","_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\lib\diagramTemplates.ts"
"3D93E1FFF125444BC61773841122B16CFC5387F6FAAFAB63FCD42A4219280E5A","3","40531","_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\lib\diagramTemplates.ts"
"3DF6E31BEBF556131C79323E9E78D4BC728814929CD0D9ECDB3BA40B096BCF2C","4","5617",".wingman-work\backups\20260811-125215\src\wingman2\pages\SupportPage.tsx"
