"Path","TopFolder","Extension","Bytes","KB"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-workflow-theme.css.20260806-134101.bak",".wingman-work",".bak","166801","162.89"
"src\wingman2\styles\wingman-workflow-theme.css.20260806-134101.bak","src",".bak","166801","162.89"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-workflow-theme.css.20260806-134101.bak",".wingman-work",".bak","166801","162.89"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-workflow-theme.css.20260806-134605.bak",".wingman-work",".bak","165986","162.1"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-workflow-theme.css.20260806-134605.bak",".wingman-work",".bak","165986","162.1"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-workflow-theme.css.20260806-134605.bak",".wingman-work",".bak","165986","162.1"
"src\wingman2\styles\wingman-workflow-theme.css.20260806-134605.bak","src",".bak","165986","162.1"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-workflow-theme.css.20260806-152541.bak",".wingman-work",".bak","165693","161.81"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-workflow-theme.css.20260806-152541.bak",".wingman-work",".bak","165693","161.81"
"src\wingman2\styles\wingman-workflow-theme.css.20260806-152541.bak","src",".bak","165693","161.81"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-workflow-theme.css.20260806-152541.bak",".wingman-work",".bak","165693","161.81"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-workflow-theme.css.20260806-133235.bak",".wingman-work",".bak","163542","159.71"
"src\wingman2\styles\wingman-workflow-theme.css.20260806-133235.bak","src",".bak","163542","159.71"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-workflow-theme.css.20260806-133235.bak",".wingman-work",".bak","163542","159.71"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-workflow-theme.css.20260806-133235.bak",".wingman-work",".bak","163542","159.71"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\pages\FinderPage.tsx","archive",".tsx","156281","152.62"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\FinderPage.tsx","archive",".tsx","140556","137.26"
".wingman-work\backups\20260811-125346\src\wingman2\data\productPositioningCards.ts",".wingman-work",".ts","138983","135.73"
".wingman-work\backups\20260811-125215\src\wingman2\data\productPositioningCards.ts",".wingman-work",".ts","138983","135.73"
".wingman-work\backups\20260811-125821\src\wingman2\data\productPositioningCards.ts",".wingman-work",".ts","138983","135.73"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\data\productPositioningCards.ts","archive",".ts","138974","135.72"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\FinderPage.tsx","archive",".tsx","138481","135.24"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_compare_class_gate_20260704-205242\data\catalog\competitor-catalog.phase4.json","archive",".json","136333","133.14"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-reset-visible-first-step-20260627-190148","archive",".bak-reset-visible-first-step-20260627-190148","125902","122.95"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\FinderPage.tsx","archive",".tsx","123153","120.27"
"archive\backups\presales-priority-1-5-2026-06-08_10-20-58\src\wingman2\pages\FinderPage.tsx","archive",".tsx","123093","120.21"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\productPositioningCards.ts","archive",".ts","114709","112.02"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-polish-navigation.css",".wingman-work",".css","100678","98.32"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-polish-navigation.css",".wingman-work",".css","100678","98.32"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-polish-navigation.css",".wingman-work",".css","100678","98.32"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260717-121533.bak",".wingman-work",".bak","96551","94.29"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260717-122217.bak",".wingman-work",".bak","96551","94.29"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260717-122935.bak",".wingman-work",".bak","96551","94.29"
"src\wingman2\pages\DiscoveryPage.tsx.20260717-122935.bak","src",".bak","96551","94.29"
"src\wingman2\pages\DiscoveryPage.tsx.20260717-122217.bak","src",".bak","96551","94.29"
"src\wingman2\pages\DiscoveryPage.tsx.20260717-121533.bak","src",".bak","96551","94.29"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260717-122217.bak",".wingman-work",".bak","96551","94.29"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260717-122935.bak",".wingman-work",".bak","96551","94.29"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260717-121533.bak",".wingman-work",".bak","96551","94.29"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260717-122217.bak",".wingman-work",".bak","96551","94.29"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260717-121533.bak",".wingman-work",".bak","96551","94.29"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260717-122935.bak",".wingman-work",".bak","96551","94.29"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\roomTemplates.ts","archive",".ts","96183","93.93"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\roomTemplates.ts","archive",".ts","85787","83.78"
"data-sources\wyrestorm\products.csv.20260722-115849.bak","data-sources",".bak","84425","82.45"
"data-sources\wyrestorm\products.csv.20260722-091530.bak","data-sources",".bak","83964","82"
"data-sources\wyrestorm\products.csv.20260722-083258.bak","data-sources",".bak","83492","81.54"
"data-sources\wyrestorm\products.csv.20260722-083552.bak","data-sources",".bak","83492","81.54"
"backups\wyrestorm-port-count-recovery-20260714-051514\data-sources_wyrestorm_products.csv.bak","backups",".bak","83492","81.54"
"backups\wyrestorm-port-count-repair-20260714-051033\data-sources_wyrestorm_products.csv.bak","backups",".bak","83181","81.23"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260713-172759.bak",".wingman-work",".bak","82644","80.71"
"src\wingman2\pages\DiscoveryPage.tsx.20260713-172759.bak","src",".bak","82644","80.71"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260713-172759.bak",".wingman-work",".bak","82644","80.71"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260713-172759.bak",".wingman-work",".bak","82644","80.71"
"src\wingman2\pages\DiscoveryPage.tsx.20260713-173326.bak","src",".bak","80953","79.06"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260713-173326.bak",".wingman-work",".bak","80953","79.06"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260713-173326.bak",".wingman-work",".bak","80953","79.06"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260713-173326.bak",".wingman-work",".bak","80953","79.06"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-discovery-reset-blank-20260627-185703","archive",".bak-discovery-reset-blank-20260627-185703","80704","78.81"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\discovery\SourceDeviceCollator.tsx","archive",".tsx","80413","78.53"
"backups\avoip-data-20260713-193257\data-sources\wyrestorm\products.csv","backups",".csv","79664","77.8"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260713-172017.bak",".wingman-work",".bak","79187","77.33"
"src\wingman2\pages\DiscoveryPage.tsx.20260713-172017.bak","src",".bak","79187","77.33"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260713-172017.bak",".wingman-work",".bak","79187","77.33"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260713-172017.bak",".wingman-work",".bak","79187","77.33"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260713-165502.bak",".wingman-work",".bak","78944","77.09"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260713-165502.bak",".wingman-work",".bak","78944","77.09"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260713-165502.bak",".wingman-work",".bak","78944","77.09"
"src\wingman2\pages\DiscoveryPage.tsx.20260713-165502.bak","src",".bak","78944","77.09"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-fix-broken-inline-css-20260612-120926","archive",".bak-fix-broken-inline-css-20260612-120926","77017","75.21"
"backups\react-flow-foundation-20260714-084703\wingman-workflow-theme.css.bak","backups",".bak","76001","74.22"
"backups\react-flow-foundation-20260714-054745\wingman-workflow-theme.css.bak","backups",".bak","76001","74.22"
"backups\visual-studio-connectivity-20260714-053745\wingman-workflow-theme.css.bak","backups",".bak","76001","74.22"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-invalid-hook-repair-20260612-094303","archive",".bak-invalid-hook-repair-20260612-094303","74489","72.74"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-discovery-reset-blank-20260627-185548","archive",".bak-discovery-reset-blank-20260627-185548","74380","72.64"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-stabilise-gallery-examples-20260612-115649","archive",".bak-stabilise-gallery-examples-20260612-115649","74254","72.51"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-fix-template-return-placement-20260627-090952","archive",".bak-fix-template-return-placement-20260627-090952","73347","71.63"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-product-call-card-layout-css-clean-20260612-121431","archive",".bak-product-call-card-layout-css-clean-20260612-121431","72580","70.88"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-compact-product-discussion-layout-20260612-120748","archive",".bak-compact-product-discussion-layout-20260612-120748","72578","70.88"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-fix-broken-import-block-20260627-090831","archive",".bak-fix-broken-import-block-20260627-090831","72073","70.38"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-remove-template-seed-blank-return-20260627-201322","archive",".bak-remove-template-seed-blank-return-20260627-201322","72051","70.36"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-repair-current-diff-20260627-191539","archive",".bak-repair-current-diff-20260627-191539","72045","70.36"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productStoryEngine.ts",".wingman-work",".ts","71934","70.25"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productStoryEngine.ts",".wingman-work",".ts","71934","70.25"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productStoryEngine.ts",".wingman-work",".ts","71934","70.25"
"archive\_src_inline_backups\src\wingman2\pages\CallCardsPage.tsx.bak-consolidate-live-call-cards-20260627-142107","archive",".bak-consolidate-live-call-cards-20260627-142107","71725","70.04"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-inline-gallery-repair-20260612-094113","archive",".bak-inline-gallery-repair-20260612-094113","71130","69.46"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-gallery-scope-repair-20260612-093957","archive",".bak-gallery-scope-repair-20260612-093957","71130","69.46"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-fix-missing-product-gallery-logic-20260612-093901","archive",".bak-fix-missing-product-gallery-logic-20260612-093901","71130","69.46"
".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanGuruDrawer.tsx",".wingman-work",".tsx","70125","68.48"
".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanGuruDrawer.tsx",".wingman-work",".tsx","70125","68.48"
".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanGuruDrawer.tsx",".wingman-work",".tsx","70125","68.48"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProductCallCardsPage.tsx",".wingman-work",".tsx","69946","68.31"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProductCallCardsPage.tsx",".wingman-work",".tsx","69946","68.31"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProductCallCardsPage.tsx",".wingman-work",".tsx","69946","68.31"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-builder-early-return-20260627-090717","archive",".bak-template-builder-early-return-20260627-090717","69198","67.58"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-force-discovery-import-20260627-080435","archive",".bak-force-discovery-import-20260627-080435","69198","67.58"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-panel-import-check-20260627-084250","archive",".bak-template-panel-import-check-20260627-084250","69198","67.58"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-panel-import-check-20260627-084020","archive",".bak-template-panel-import-check-20260627-084020","69198","67.58"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-add-seed-import-20260627-080212","archive",".bak-add-seed-import-20260627-080212","68864","67.25"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-seed-final-repair-20260627-080035","archive",".bak-template-seed-final-repair-20260627-080035","68750","67.14"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-seed-repair-20260627-075833","archive",".bak-template-seed-repair-20260627-075833","68657","67.05"
"archive\_src_inline_backups\src\wingman2\pages\DiscoveryPage.tsx.bak-template-discovery-seed-20260627-075622","archive",".bak-template-discovery-seed-20260627-075622","68657","67.05"
"backups\product-call-cards-layout-20260711-063325\ProductCallCardsPage.tsx","backups",".tsx","68155","66.56"
".wingman-work\backups\20260811-125346\src\wingman2\data\projectStore.ts",".wingman-work",".ts","66645","65.08"
".wingman-work\backups\20260811-125821\src\wingman2\data\projectStore.ts",".wingman-work",".ts","66645","65.08"
".wingman-work\backups\20260811-125215\src\wingman2\data\projectStore.ts",".wingman-work",".ts","66645","65.08"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\ProductCallCardsPage.tsx","archive",".tsx","65467","63.93"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\ProductCallCardsPage.tsx","archive",".tsx","64398","62.89"
"src\wingman2\pages\DiscoveryPage.tsx.20260806-162243.bak","src",".bak","64249","62.74"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-162243.bak",".wingman-work",".bak","64249","62.74"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-162243.bak",".wingman-work",".bak","64249","62.74"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-162243.bak",".wingman-work",".bak","64249","62.74"
"src\wingman2\pages\DiscoveryPage.tsx.20260806-161150.bak","src",".bak","64150","62.65"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-161150.bak",".wingman-work",".bak","64150","62.65"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-161150.bak",".wingman-work",".bak","64150","62.65"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-161150.bak",".wingman-work",".bak","64150","62.65"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\productStoryEngine.ts","archive",".ts","63527","62.04"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-154059.bak",".wingman-work",".bak","63409","61.92"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-154059.bak",".wingman-work",".bak","63409","61.92"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-154059.bak",".wingman-work",".bak","63409","61.92"
"src\wingman2\pages\DiscoveryPage.tsx.20260806-154059.bak","src",".bak","63409","61.92"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-152541.bak",".wingman-work",".bak","63358","61.87"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-152541.bak",".wingman-work",".bak","63358","61.87"
"src\wingman2\pages\DiscoveryPage.tsx.20260806-152541.bak","src",".bak","63358","61.87"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-152541.bak",".wingman-work",".bak","63358","61.87"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\DiscoveryPage.tsx","archive",".tsx","63106","61.63"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-151607.bak",".wingman-work",".bak","62878","61.4"
"src\wingman2\pages\DiscoveryPage.tsx.20260806-151607.bak","src",".bak","62878","61.4"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-152031.bak",".wingman-work",".bak","62878","61.4"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-151607.bak",".wingman-work",".bak","62878","61.4"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-152031.bak",".wingman-work",".bak","62878","61.4"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-151607.bak",".wingman-work",".bak","62878","61.4"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-152031.bak",".wingman-work",".bak","62878","61.4"
"src\wingman2\pages\DiscoveryPage.tsx.20260806-152031.bak","src",".bak","62878","61.4"
"backups\visual-studio-canvas-layout-v2-20260714-052759\wingman-workflow-theme.css.bak","backups",".bak","61875","60.42"
"backups\visual-studio-canvas-layout-20260714-052453\wingman-workflow-theme.css.bak","backups",".bak","61875","60.42"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\DiscoveryPage.tsx","archive",".tsx","61785","60.34"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-product-gallery-20260612-093409","archive",".bak-product-gallery-20260612-093409","61539","60.1"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\CallCardsPage.tsx","archive",".tsx","61195","59.76"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx",".wingman-work",".tsx","60585","59.17"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx",".wingman-work",".tsx","60585","59.17"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx",".wingman-work",".tsx","60585","59.17"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-fix-missing-productApplicationExamples-20260612-090326","archive",".bak-fix-missing-productapplicationexamples-20260612-090326","60329","58.92"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_style_audit_fix_20260630-073901\src\wingman2\styles\wingman-redesign-theme.css","archive",".css","60150","58.74"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-134605.bak",".wingman-work",".bak","60097","58.69"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-134605.bak",".wingman-work",".bak","60097","58.69"
"src\wingman2\pages\DiscoveryPage.tsx.20260806-134605.bak","src",".bak","60097","58.69"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-134605.bak",".wingman-work",".bak","60097","58.69"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\productSalesKnowledge.ts","archive",".ts","59303","57.91"
"archive\repo-cleanup-20260709-050830\src-snapshots\src\wingman2\pages\wingmanpages.zip","archive",".zip","59162","57.78"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-audio-amp-examples-20260612-085846","archive",".bak-audio-amp-examples-20260612-085846","58783","57.41"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\ProductCallCardsPage.tsx","archive",".tsx","57529","56.18"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\discoveryQuestions.ts",".wingman-work",".ts","57206","55.87"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\discoveryQuestions.ts",".wingman-work",".ts","57206","55.87"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\discoveryQuestions.ts",".wingman-work",".ts","57206","55.87"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-targeted-checks-20260612-085703","archive",".bak-targeted-checks-20260612-085703","55990","54.68"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-accessory-language-20260612-084803","archive",".bak-accessory-language-20260612-084803","55380","54.08"
"archive\_src_inline_backups\src\wingman2\pages\TemplatesPage.tsx.bak-template-library-refresh-20260627-071138","archive",".bak-template-library-refresh-20260627-071138","55350","54.05"
"archive\_src_inline_backups\src\wingman2\pages\TemplatesPage.tsx.bak-template-library-refresh-20260627-070946","archive",".bak-template-library-refresh-20260627-070946","55350","54.05"
"archive\_src_inline_backups\src\wingman2\pages\TemplatesPage.tsx.bak-forced-template-refresh-20260627-071725","archive",".bak-forced-template-refresh-20260627-071725","55350","54.05"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-four-product-cards-20260612-085134","archive",".bak-four-product-cards-20260612-085134","55294","54"
".wingman-work\backups\20260811-125346\src\__tests__\projectStore.test.ts",".wingman-work",".ts","55054","53.76"
".wingman-work\backups\20260811-125821\src\__tests__\projectStore.test.ts",".wingman-work",".ts","55054","53.76"
".wingman-work\backups\20260811-125215\src\__tests__\projectStore.test.ts",".wingman-work",".ts","55054","53.76"
"backups\product-pitch-workspace-flow-20260711-071314\ProductPitchPage.tsx","backups",".tsx","54907","53.62"
"backups\product-pitch-selector-20260711-061121\ProductPitchPage.tsx","backups",".tsx","54902","53.62"
"backups\product-pitch-bottom-layout-20260711-064913\ProductPitchPage.tsx","backups",".tsx","54902","53.62"
"backups\product-pitch-overflow-20260711-063831\ProductPitchPage.tsx","backups",".tsx","54902","53.62"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruDrawer.tsx.bak-guru-clean-final-20260622-161750","archive",".bak-guru-clean-final-20260622-161750","54793","53.51"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruDrawer.tsx.bak-guru-clean-final-20260622-161818","archive",".bak-guru-clean-final-20260622-161818","54784","53.5"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruDrawer.tsx.bak-guru-final-tidy-20260622-161420","archive",".bak-guru-final-tidy-20260622-161420","54784","53.5"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_extron_dtp3_r_201_readiness_20260706-114829\extron.csv","archive",".csv","54753","53.47"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruDrawer.tsx.bak-guru-duplicate-attribute-fix-20260622-155517","archive",".bak-guru-duplicate-attribute-fix-20260622-155517","54578","53.3"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruDrawer.tsx.bak-guru-portal-20260622-161122","archive",".bak-guru-portal-20260622-161122","54575","53.3"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProductPitchPage.tsx",".wingman-work",".tsx","54532","53.25"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProductPitchPage.tsx",".wingman-work",".tsx","54532","53.25"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProductPitchPage.tsx",".wingman-work",".tsx","54532","53.25"
"archive\_src_inline_backups\src\wingman2\components\WingmanGuruDrawer.tsx.bak-guru-final-restore-20260622-151819","archive",".bak-guru-final-restore-20260622-151819","54489","53.21"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareEligibilityEngine.ts",".wingman-work",".ts","54353","53.08"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareEligibilityEngine.ts",".wingman-work",".ts","54353","53.08"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareEligibilityEngine.ts",".wingman-work",".ts","54353","53.08"
"archive\_src_inline_backups\src\wingman2\pages\SalesHelperPage.tsx.bak-sales-helper-pages-20260610-204722","archive",".bak-sales-helper-pages-20260610-204722","54233","52.96"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx.20260806-121952.bak",".wingman-work",".bak","53899","52.64"
"src\wingman2\pages\DiscoveryPage.tsx.20260806-121952.bak","src",".bak","53899","52.64"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx.20260806-121952.bak",".wingman-work",".bak","53899","52.64"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx.20260806-121952.bak",".wingman-work",".bak","53899","52.64"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-direct-guru-says-20260612-084116","archive",".bak-direct-guru-says-20260612-084116","53438","52.19"
"backups\compare-sku-workspace-20260713-182813\wingman-workflow-theme.css.bak","backups",".bak","53242","51.99"
"backups\compare-sku-workspace-20260713-182648\wingman-workflow-theme.css.bak","backups",".bak","53242","51.99"
"backups\compare-sku-workspace-20260713-183431\wingman-workflow-theme.css.bak","backups",".bak","53242","51.99"
"backups\compare-step-rail-20260713-182533\wingman-workflow-theme.css.bak","backups",".bak","53242","51.99"
"archive\_backup_competitor_compare_behaviour_20260613-181722\ComparePageNew.tsx.before","archive",".before","53110","51.87"
"archive\_wingman_backup_pre_commit_20260614-053254\src_wingman2_pages_ComparePageNew.tsx","archive",".tsx","53059","51.82"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProjectDetailPage.tsx",".wingman-work",".tsx","52885","51.65"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProjectDetailPage.tsx",".wingman-work",".tsx","52885","51.65"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProjectDetailPage.tsx",".wingman-work",".tsx","52885","51.65"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProjectDetailPage.tsx.20260806-121952.bak",".wingman-work",".bak","52812","51.57"
"src\wingman2\pages\ProjectDetailPage.tsx.20260806-121952.bak","src",".bak","52812","51.57"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProjectDetailPage.tsx.20260806-121952.bak",".wingman-work",".bak","52812","51.57"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProjectDetailPage.tsx.20260806-121952.bak",".wingman-work",".bak","52812","51.57"
"archive\repo-cleanup-20260709-050830\root-artifacts\_review\wide-text-hygiene-status.txt","archive",".txt","52630","51.4"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_extron_dtp3_r_201_readiness_20260706-114706\extron.csv","archive",".csv","52560","51.33"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-simple-term-lookup-20260612-083820","archive",".bak-simple-term-lookup-20260612-083820","52488","51.26"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\projectStore.ts","archive",".ts","51903","50.69"
